"Mortalidad_nacimiento","Mortalidad_1_mes","Mortalidad_destete","Mortalidad_2_años","Eliminacion_1_serv","Eliminacion_productiva","Eliminacion_reproductiva","Eliminacion_tasa_total","Edad_primer_servicio","Peso_primer_servicio","Edad_primer_parto","Peso_primer_parto","Fertilidad_primer_servicio","Fertilidad_total","Tasa_preñez_IA","Servicios_concepcion_Novi","Tasa_partos","Tasa_destete","Tasa_reproductiva","Tasa_concepcion","Tasa_preñez","No_retorno_celo","Ciclo_60_postparto","Ciclo_90_120_postparto","VV_100_postparto","V_mas_3_servicios","Fertilidad_1_servicio","Fertilidad_3_servicio","Fertilidad_global","Fertilidad_total_IA","Servicios_concepcion","Int_parto_1_celo","Int_parto_1_servicio","Int_parto_concepcion","Int_entre_partos","Int_periodo_servicios","Int_entre_servicios","Fertilidad_1_servicio_toro","Fertilidad_total_toro","Dosis/semen_por_preñez","No_retorno_toro","V_Mortalidad_nacimiento","V_Mortalidad_1_mes","V_Mortalidad_destete","V_Mortalidad_2_años","V_Eliminacion_1_serv","V_Eliminacion_productiva","V_Eliminacion_reproductiva","V_Eliminacion_tasa_total","V_Edad_primer_servicio","V_Peso_primer_servicio","V_Edad_primer_parto","V_Peso_primer_parto","V_Fertilidad_primer_servicio","V_Fertilidad_total","V_Tasa_preñez_IA","V_Servicios_concepcion_Novi","V_Tasa_partos","V_Tasa_destete","V_Tasa_reproductiva","V_Tasa_concepcion","V_Tasa_preñez","V_No_retorno_celo","V_Ciclo_60_postparto","V_Ciclo_90_120_postparto","V_VV_100_postparto","V_V_mas_3_servicios","V_Fertilidad_1_servicio","V_Fertilidad_3_servicio","V_Fertilidad_global","V_Fertilidad_total_IA","V_Servicios_concepcion","V_Int_parto_1_celo","V_Int_parto_1_servicio","V_Int_parto_concepcion","V_Int_entre_partos","V_Int_periodo_servicios","V_Int_entre_servicios","V_Fertilidad_1_servicio_toro","V_Fertilidad_total_toro","V_Dosis/semen_por_preñez","V_No_retorno_toro"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5 %","5 %","7 %","10 %","10 %","10 %","5 %","25 %","20-22 m","340 Kg","30 m","450 Kg","65 %","60 %","90 %","1,5","80 %","90 %","95 %","85 %","95 %","85 %","60 %","90 %","25 %","15 %","60 %","50 %","55 %","85 %","1,6","60 días","85 días","100 días","365 - 400 ","0 - 20 día","18 - 24 dí","60 %","55 %","1,6","75 %"
