"Serie","Nombre","Raza","FechaNacimiento","NroReg1","NroReg2","Asociacion1","Asociacion2","SeriePadre","SerieMadre","NombrePadre","NombreMadre","Animal","Comentario","EsPajuelaPadre","Historia","NCICLO"
"4863M","","MESTIZO BRAHMAN","1994-07-25 00:00:00","","","","","","","","","True","","False","False",""
"4864M","","MESTIZO BRAHMAN","1994-08-06 00:00:00","","","","","","","","","True","","False","False",""
"4865M","","MESTIZO BRAHMAN","1994-08-11 00:00:00","","","","","","231","","","True","","False","False",""
"4866M","","MESTIZO BRAHMAN","1994-08-13 00:00:00","","","","","","","","","True","","False","False",""
"4867M","","MESTIZO BRAHMAN","1994-08-28 00:00:00","","","","","","224","","","True","","False","False",""
"4868M","","MESTIZO BRAHMAN","1994-09-03 00:00:00","","","","","","","","","True","","False","False",""
"4869M","","MESTIZO BRAHMAN","1994-09-05 00:00:00","","","","","","","","","True","","False","False",""
"4870M","","MESTIZO BRAHMAN","1994-09-12 00:00:00","","","","","","1595","","","True","","False","False",""
"4871M","","MESTIZO BRAHMAN","1994-09-18 00:00:00","","","","","","8581","","","True","","False","False",""
"4873M","","MESTIZO BRAHMAN","1994-09-19 00:00:00","","","","","","","","","True","","False","False",""
"4874M","","MESTIZO BRAHMAN","1994-09-19 00:00:00","","","","","","562","","","True","","False","False",""
"4876M","","MESTIZO BRAHMAN","1994-09-27 00:00:00","","","","","","2801","","","True","","False","False",""
"4877M","","MESTIZO BRAHMAN","1994-09-27 00:00:00","","","","","","579","","","True","","False","False",""
"4878M","","MESTIZO BRAHMAN","1994-09-29 00:00:00","","","","","","418","","","True","","False","False",""
"4879M","","MESTIZO BRAHMAN","1994-10-01 00:00:00","","","","","","7512","","","True","","False","False",""
"4880M","","MESTIZO BRAHMAN","1994-10-02 00:00:00","","","","","","571","","","True","","False","False",""
"4882M","","MESTIZO BRAHMAN","1994-10-04 00:00:00","","","","","","","","","True","","False","False",""
"4883M","","MESTIZO BRAHMAN","1994-10-06 00:00:00","","","","","","","","","True","","False","False",""
"4884M","","MESTIZO BRAHMAN","1994-10-07 00:00:00","","","","","","","","","True","","False","False",""
"4885M","","MESTIZO BRAHMAN","1994-10-09 00:00:00","","","","","","40","","","True","","False","False",""
"4886M","","MESTIZO BRAHMAN","1994-10-10 00:00:00","","","","","","","","","True","","False","False",""
"4887M","","MESTIZO BRAHMAN","1994-10-24 00:00:00","","","","","","113","","","True","","False","False",""
"4888M","","MESTIZO BRAHMAN","1994-10-25 00:00:00","","","","","","6","","","True","","False","False",""
"4889M","","MESTIZO BRAHMAN","1994-10-26 00:00:00","","","","","","586","","","True","","False","False",""
"4890M","","MESTIZO BRAHMAN","1994-10-30 00:00:00","","","","","","1","","","True","","False","False",""
"4891M","","MESTIZO BRAHMAN","1994-11-01 00:00:00","","","","","","171","","","True","","False","False",""
"4892M","","MESTIZO BRAHMAN","1994-11-05 00:00:00","","","","","","85341","","","True","","False","False",""
"4894M","","MESTIZO BRAHMAN","1994-11-06 00:00:00","","","","","","9514","","","True","","False","False",""
"4895M","","MESTIZO BRAHMAN","1994-11-17 00:00:00","","","","","","9557","","","True","","False","False",""
"4896M","","MESTIZO BRAHMAN","1994-11-17 00:00:00","","","","","","585","","","True","","False","False",""
"4897M","","MESTIZO BRAHMAN","1994-11-22 00:00:00","","","","","","582","","","True","","False","False",""
"4898M","","MESTIZO BRAHMAN","1994-11-28 00:00:00","","","","","","76301","","","True","","False","False",""
"4881M","","MESTIZO BRAHMAN","1994-10-03 00:00:00","","","","","","","","","True","","False","False",""
"4869","CHAVELA","MESTIZO BRAHMAN","1994-12-01 00:00:00","","","","","","6512","","","True","","False","False",""
"4870","INGRID","MESTIZO BRAHMAN","1994-12-06 00:00:00","","","","","","8555","","","True","","False","False",""
"4871","JUGO E´CAÑA","MESTIZO BRAHMAN","1994-12-10 00:00:00","","","","","","7018","","","True","","False","False",""
"4872","DOS COLORES","MESTIZO BRAHMAN","1994-12-10 00:00:00","","","","","","2811","","","True","","False","False",""
"4873","","MESTIZO BRAHMAN","1994-12-26 00:00:00","","","","","","465","","","True","","False","False",""
"4874","NOCHE OSCURA","MESTIZO BRAHMAN","1994-12-30 00:00:00","","","","","","7509","","","True","","False","False",""
"5825","","MESTIZO BRAHMAN","1995-05-07 00:00:00","","","","","","9568","","","True","","False","False",""
"3824","","MESTIZO BRAHMAN","1993-05-10 00:00:00","","","","","","","","","True","","False","False",""
"3831","","MESTIZO BRAHMAN","1993-05-31 00:00:00","","","","","","9580","","","True","","False","False",""
"3832","COQUITO","MESTIZO BRAHMAN","1993-06-21 00:00:00","","","","","","","","","True","","False","False",""
"3841","","MESTIZO BRAHMAN","1993-08-30 00:00:00","","","","","","6505","","","True","","False","False",""
"3843","CARNAVAL","MESTIZO BRAHMAN","1993-09-13 00:00:00","","","","","","224","","","True","","False","False",""
"3846","TIBISAY","MESTIZO BRAHMAN","1993-10-10 00:00:00","","","","","","16","","","True","","False","False",""
"3847","","MESTIZO BRAHMAN","1993-10-11 00:00:00","","","","","","8538","","","True","","False","False",""
"3848","MEDIAS BLANCAS","MESTIZO BRAHMAN","1993-10-22 00:00:00","","","","","","9514","","","True","","False","False",""
"3849","CASCABEL","MESTIZO BRAHMAN","1993-10-22 00:00:00","","","","","","7013","","","True","","False","False",""
"3850","","MESTIZO BRAHMAN","1993-10-28 00:00:00","","","","","","8573","","","True","","False","False",""
"3853","","MESTIZO BRAHMAN","1993-10-31 00:00:00","","","","","","7612","","","True","","False","False",""
"3854","","MESTIZO BRAHMAN","1993-10-31 00:00:00","","","","","","557","","","True","","False","False",""
"3855","","MESTIZO BRAHMAN","1993-11-24 00:00:00","","","","","","76301","","","True","","False","False",""
"3856","","MESTIZO BRAHMAN","1993-11-27 00:00:00","","","","","","40","","","True","","False","False",""
"3857","PAPELON","MESTIZO BRAHMAN","1993-12-05 00:00:00","","","","","","6512","","","True","","False","False",""
"3858","REFLEJO","MESTIZO BRAHMAN","1993-12-08 00:00:00","","","","","","453","","","True","","False","False",""
"3859","COMPROMISO","MESTIZO BRAHMAN","1993-12-08 00:00:00","","","","","","8599","","","True","","False","False",""
"3860","","MESTIZO BRAHMAN","1993-12-11 00:00:00","","","","","","450","","","True","","False","False",""
"3861","CARA SUCIA","MESTIZO BRAHMAN","1993-12-12 00:00:00","","","","","","8555","","","True","","False","False",""
"3862","","MESTIZO BRAHMAN","1993-12-20 00:00:00","","","","","","","","","True","","False","False",""
"3863","VERANO","MESTIZO BRAHMAN","1993-12-25 00:00:00","","","","","","187","","","True","","False","False",""
"3864","OJOS NEGRO","MESTIZO BRAHMAN","1993-12-26 00:00:00","","","","","","465","","","True","","False","False",""
"3865","GUANOTA","MESTIZO BRAHMAN","1993-12-30 00:00:00","","","","","","147","","","True","","False","False",""
"4801","DIBUJO","MESTIZO BRAHMAN","1994-01-01 00:00:00","","","","","","8589","","","True","","False","False",""
"4803","VATIO","MESTIZO BRAHMAN","1994-01-16 00:00:00","","","","","","549","","","True","","False","False",""
"4804","","MESTIZO BRAHMAN","1994-01-20 00:00:00","","","","","","","","","True","","False","False",""
"4805","CACHAPA","MESTIZO BRAHMAN","1994-01-28 00:00:00","","","","","","7018","","","True","","False","False",""
"4806","ANITA PEÑA","MESTIZO BRAHMAN","1994-01-29 00:00:00","","","","","","8522","","","True","","False","False",""
"4807","","MESTIZO BRAHMAN","1994-01-31 00:00:00","","","","","","","","","True","","False","False",""
"4810","MARTA","MESTIZO BRAHMAN","1994-02-01 00:00:00","","","","","","","","","True","","False","False",""
"4811","BARBARITA","MESTIZO BRAHMAN","1994-02-04 00:00:00","","","","","","1512","","","True","","False","False",""
"4812","","MESTIZO BRAHMAN","1994-02-06 00:00:00","","","","","","71","","","True","","False","False",""
"4813","MEREY","MESTIZO BRAHMAN","1994-02-06 00:00:00","","","","","","63","","","True","","False","False",""
"4814","LA SIMPSON","MESTIZO BRAHMAN","1994-02-06 00:00:00","","","","","","559","","","True","","False","False",""
"4815","NUBE LLENA","MESTIZO BRAHMAN","1994-02-06 00:00:00","","","","","","8588","","","True","","False","False",""
"4816","","MESTIZO BRAHMAN","1994-02-10 00:00:00","","","","","","1549","","","True","","False","False",""
"4817","MUCHACHA","MESTIZO BRAHMAN","1994-02-14 00:00:00","","","","","","581","","","True","","False","False",""
"4818","","MESTIZO BRAHMAN","1994-03-06 00:00:00","","","","","","","","","True","","False","False",""
"4819","ARBOLITO","MESTIZO BRAHMAN","1994-03-10 00:00:00","","","","","","8606","","","True","","False","False",""
"4820","","MESTIZO BRAHMAN","1994-03-15 00:00:00","","","","","","7015","","","True","","False","False",""
"4822","ROPA SUCIA","MESTIZO BRAHMAN","1994-03-22 00:00:00","","","","","","","","","True","","False","False",""
"4823","FRSCOLITA","MESTIZO BRAHMAN","1994-03-27 00:00:00","","","","","","9568","","","True","","False","False",""
"4824","","MESTIZO BRAHMAN","1994-04-06 00:00:00","","","","","","8551","","","True","","False","False",""
"4825","MAPURITE","MESTIZO BRAHMAN","1994-04-06 00:00:00","","","","","","157","","","True","","False","False",""
"4826","","MESTIZO BRAHMAN","1994-04-08 00:00:00","","","","","","9589","","","True","","False","False",""
"4827","SAMURITA","MESTIZO BRAHMAN","1994-04-08 00:00:00","","","","","","9546","","","True","","False","False",""
"4828","ELISER","MESTIZO BRAHMAN","1994-04-25 00:00:00","","","","","","","","","True","","False","False",""
"4829","ZORRO E BANCO","MESTIZO BRAHMAN","1994-04-28 00:00:00","","","","","","1575","","","True","","False","False",""
"4830","RETRATO","MESTIZO BRAHMAN","1994-04-26 00:00:00","","","","","","9545","","","True","","False","False",""
"4831","","MESTIZO BRAHMAN","1994-04-26 00:00:00","","","","","","80","","","True","","False","False",""
"4832","CONSENTIDA","MESTIZO BRAHMAN","1994-04-29 00:00:00","","","","","","","","","True","","False","False",""
"4833","PIMPINA","MESTIZO BRAHMAN","1994-05-20 00:00:00","","","","","","","","","True","","False","False",""
"4834","CELESTE","MESTIZO BRAHMAN","1994-05-23 00:00:00","","","","","","","","","True","","False","False",""
"4835","TOPOCHO","MESTIZO BRAHMAN","1994-05-23 00:00:00","","","","","","","","","True","","False","False",""
"4836","PROPAGANDA","MESTIZO BRAHMAN","1994-05-24 00:00:00","","","","","","","","","True","","False","False",""
"4837","FORASTERA","MESTIZO BRAHMAN","1994-05-28 00:00:00","","","","","","","","","True","","False","False",""
"4838","]UCARELI","MESTIZO BRAHMAN","1994-06-03 00:00:00","","","","","","","","","True","","False","False",""
"4839","PENSATIVA","MESTIZO BRAHMAN","1994-06-14 00:00:00","","","","","","","","","True","","False","False",""
"4840","CURAZAO","MESTIZO BRAHMAN","1994-06-22 00:00:00","","","","","","","","","True","","False","False",""
"4841","ESTHER","MESTIZO BRAHMAN","1994-06-24 00:00:00","","","","","","","","","True","","False","False",""
"4842","LA NIÑA","MESTIZO BRAHMAN","1994-07-05 00:00:00","","","","","","563","","","True","","False","False",""
"4843","NAVEGANTE","MESTIZO BRAHMAN","1994-07-10 00:00:00","","","","","","","","","True","","False","False",""
"4844","CHAGUARANA","MESTIZO BRAHMAN","1994-07-11 00:00:00","","","","","","","","","True","","False","False",""
"4845","","MESTIZO BRAHMAN","1994-07-17 00:00:00","","","","","","","","","True","","False","False",""
"4846","MARUANTA","MESTIZO BRAHMAN","1994-07-22 00:00:00","","","","","","","","","True","","False","False",""
"4847","LUNA CLARA","MESTIZO BRAHMAN","1994-07-26 00:00:00","","","","","","","","","True","","False","False",""
"4849","","MESTIZO BRAHMAN","1994-08-10 00:00:00","","","","","","","","","True","","False","False",""
"4851","CAMBURITO","MESTIZO BRAHMAN","1994-08-26 00:00:00","","","","","","","","","True","","False","False",""
"4852","MARBELIS","MESTIZO BRAHMAN","1994-09-30 00:00:00","","","","","","","","","True","","False","False",""
"4853","HUMITO","MESTIZO BRAHMAN","1994-10-03 00:00:00","","","","","","","","","True","","False","False",""
"4854","GOYA","MESTIZO BRAHMAN","1994-10-30 00:00:00","","","","","","8516","","","True","","False","False",""
"4855","","MESTIZO BRAHMAN","1994-10-02 00:00:00","","","","","","","","","True","","False","False",""
"4856","","MESTIZO BRAHMAN","1994-10-31 00:00:00","","","","","","6514","","","True","","False","False",""
"4857","","MESTIZO BRAHMAN","1994-11-01 00:00:00","","","","","","171","","","True","","False","False",""
"4858","","MESTIZO BRAHMAN","1994-11-03 00:00:00","","","","","","","","","True","","False","False",""
"4859","","MESTIZO BRAHMAN","1994-11-06 00:00:00","","","","","","","","","True","","False","False",""
"4861","YAMILETH","MESTIZO BRAHMAN","1994-11-17 00:00:00","","","","","","450","","","True","","False","False",""
"4863","PERRO DE AGUA","MESTIZO BRAHMAN","1994-11-17 00:00:00","","","","","","7013","","","True","","False","False",""
"4864","PAN DE LECHE","MESTIZO BRAHMAN","1994-11-17 00:00:00","","","","","","187","","","True","","False","False",""
"4865","CANELA","MESTIZO BRAHMAN","1994-11-02 00:00:00","","","","","","536","","","True","","False","False",""
"4866","","MESTIZO BRAHMAN","1994-11-21 00:00:00","","","","","","8589","","","True","","False","False",""
"4867","TORDITO","MESTIZO BRAHMAN","1994-11-21 00:00:00","","","","","","1594","","","True","","False","False",""
"4893","AÑO NUEVO","MESTIZO BRAHMAN","1994-11-05 00:00:00","","","","","","453","","","True","","False","False",""
"4850","BANCO LARGO","MESTIZO BRAHMAN","1994-08-22 00:00:00","","","","","","","","","True","","False","False",""
"3802","","MESTIZO BRAHMAN","1993-01-28 00:00:00","","","","","","","","","True","","False","False",""
"3805","","MESTIZO BRAHMAN","1993-01-20 00:00:00","","","","","","","","","True","","False","False",""
"3815","BOTIJON","MESTIZO BRAHMAN","1993-04-09 00:00:00","","","","","","","","","True","","False","False",""
"3819","","MESTIZO BRAHMAN","1993-04-19 00:00:00","","","","","","","","","True","","False","False",""
"3820","ORICHUNA","MESTIZO BRAHMAN","1993-04-20 00:00:00","","","","","","","","","True","","False","False",""
"3821","","MESTIZO BRAHMAN","1993-04-20 00:00:00","","","","","","","","","True","","False","False",""
"3823","","MESTIZO BRAHMAN","1993-05-09 00:00:00","","","","","","","","","True","","False","False",""
"3826","CONCHITA","MESTIZO BRAHMAN","1993-05-16 00:00:00","","","","","","","","","True","","False","False",""
"3829","","MESTIZO BRAHMAN","1993-05-28 00:00:00","","","","","","","","","True","","False","False",""
"3833","","MESTIZO BRAHMAN","1993-06-23 00:00:00","","","","","","","","","True","","False","False",""
"3835","","MESTIZO BRAHMAN","1993-07-21 00:00:00","","","","","","","","","True","","False","False",""
"3838","","MESTIZO BRAHMAN","1993-08-15 00:00:00","","","","","","","","","True","","False","False",""
"3839","","MESTIZO BRAHMAN","1993-08-15 00:00:00","","","","","","","","","True","","False","False",""
"3842","","MESTIZO BRAHMAN","1993-09-07 00:00:00","","","","","","","","","True","","False","False",""
"3844","","MESTIZO BRAHMAN","1993-09-24 00:00:00","","","","","","","","","True","","False","False",""
"3845","","MESTIZO BRAHMAN","1993-09-26 00:00:00","","","","","","","","","True","","False","False",""
"3851","","MESTIZO BRAHMAN","1993-10-28 00:00:00","","","","","","","","","True","","False","False",""
"3852","","MESTIZO BRAHMAN","1993-10-30 00:00:00","","","","","","","","","True","","False","False",""
"5848M","","MESTIZO BRAHMAN","1995-07-04 00:00:00","","","","","","8554","","","True","","False","False",""
"4860","NOCHE BUENA","MESTIZO BRAHMAN","1994-11-08 00:00:00","","","","","","8571","","","True","","False","False",""
"4862","COCINERA","MESTIZO BRAHMAN","1994-11-19 00:00:00","","","","","","6511","","","True","","False","False",""
"4868","","MESTIZO BRAHMAN","1994-11-29 00:00:00","","","","","","8599","","","True","","False","False",""
"2841","","MESTIZO BRAHMAN","1905-09-07 00:00:00","","","","","","204","","","True","","False","False",""
"D8003","","MESTIZO BRAHMAN","1995-01-01 00:00:00","","","","","","7509","","","True","","False","False",""
"D8004","","MESTIZO BRAHMAN","1995-01-09 00:00:00","","","","","","8588","","","True","","False","False",""
"D8005","","MESTIZO BRAHMAN","1995-01-10 00:00:00","","","","","","114","","","True","","False","False",""
"D8006","","MESTIZO BRAHMAN","1995-01-10 00:00:00","","","","","","549","","","True","","False","False",""
"D8008","","MESTIZO BRAHMAN","1995-01-13 00:00:00","","","","","","2803","","","True","","False","False",""
"D8009","","MESTIZO BRAHMAN","1995-01-15 00:00:00","","","","","","7009","","","True","","False","False",""
"D8013","","MESTIZO BRAHMAN","1995-01-17 00:00:00","","","","","","82","","","True","","False","False",""
"D8014","","MESTIZO BRAHMAN","1995-01-25 00:00:00","","","","","","6516","","","True","","False","False",""
"D8015","","MESTIZO BRAHMAN","1995-01-25 00:00:00","","","","","","8574","","","True","","False","False",""
"D8016","","MESTIZO BRAHMAN","1995-01-30 00:00:00","","","","","","8606","","","True","","False","False",""
"D8019","","MESTIZO BRAHMAN","1995-02-09 00:00:00","","","","","","6517","","","True","","False","False",""
"D8020","","MESTIZO BRAHMAN","1995-02-09 00:00:00","","","","","","7016","","","True","","False","False",""
"D8023","","MESTIZO BRAHMAN","1995-02-13 00:00:00","","","","","","505","","","True","","False","False",""
"D8024","","MESTIZO BRAHMAN","1995-02-09 00:00:00","","","","","","7591","","","True","","False","False",""
"D8025","","MESTIZO BRAHMAN","1995-02-22 00:00:00","","","","","","558","","","True","","False","False",""
"D8026","","MESTIZO BRAHMAN","1995-02-14 00:00:00","","","","","","1599","","","True","","False","False",""
"D8027","","MESTIZO BRAHMAN","1995-02-23 00:00:00","","","","","","179","","","True","","False","False",""
"D8028","","MESTIZO BRAHMAN","1995-02-25 00:00:00","","","","","","1512","","","True","","False","False",""
"D8029","","MESTIZO BRAHMAN","1995-02-25 00:00:00","","","","","","9546","","","True","","False","False",""
"D8030","","MESTIZO BRAHMAN","1995-02-28 00:00:00","","","","","","1529","","","True","","False","False",""
"D8033","","MESTIZO BRAHMAN","1995-03-06 00:00:00","","","","","","71","","","True","","False","False",""
"D8039","","MESTIZO BRAHMAN","1995-03-24 00:00:00","","","","","","7607","","","True","","False","False",""
"D8041","","MESTIZO BRAHMAN","1995-03-26 00:00:00","","","","","","8551","","","True","","False","False",""
"D8043","","MESTIZO BRAHMAN","1995-04-04 00:00:00","","","","","","7014","","","True","","False","False",""
"D8047","","MESTIZO BRAHMAN","1995-04-18 00:00:00","","","","","","9545","","","True","","False","False",""
"D8050","","MESTIZO BRAHMAN","1995-04-28 00:00:00","","","","","","557","","","True","","False","False",""
"D8062","","MESTIZO BRAHMAN","1995-05-26 00:00:00","","","","","","7599","","","True","","False","False",""
"D8001","CUBIRA","MESTIZO BRAHMAN","1995-01-01 00:00:00","","","","","","7509","","","True","","False","False",""
"D8002","","MESTIZO BRAHMAN","1995-01-07 00:00:00","","","","","","8588","","","True","","False","False",""
"D8007","BERENJENA","MESTIZO BRAHMAN","1995-01-13 00:00:00","","","","","","2804","","","True","","False","False",""
"D8010","PASCUITA","MESTIZO BRAHMAN","1995-01-15 00:00:00","","","","","","8522","","","True","","False","False",""
"D8012","","MESTIZO BRAHMAN","1995-01-15 00:00:00","","","","","","1549","","","True","","False","False",""
"D8018","LINDOS OJOS","MESTIZO BRAHMAN","1995-02-09 00:00:00","","","","","","5808","","","True","","False","False",""
"D8021","LINTERNA","MESTIZO BRAHMAN","1995-02-12 00:00:00","","","","","","8562","","","True","","False","False",""
"D8022","","MESTIZO BRAHMAN","1995-02-13 00:00:00","","","","","","505","","","True","","False","False",""
"D8099","","MESTIZO BRAHMAN","1995-02-25 00:00:00","","","","","","1563","","","True","","False","False",""
"D8032","PAJUI","MESTIZO BRAHMAN","1995-03-01 00:00:00","","","","","","8553","","","True","","False","False",""
"D8035","","MESTIZO BRAHMAN","1995-03-13 00:00:00","","","","","","157","","","True","","False","False",""
"D8040","COTUA","MESTIZO BRAHMAN","1995-03-25 00:00:00","","","","","","7017","","","True","","False","False",""
"D8042","","MESTIZO BRAHMAN","1995-03-31 00:00:00","","","","","","1524","","","True","","False","False",""
"D8048","","MESTIZO BRAHMAN","1995-04-25 00:00:00","","","","","","6515","","","True","","False","False",""
"D8101","CARTAGENA","MESTIZO BRAHMAN","1995-09-12 00:00:00","","","","","","8539","","","True","","False","False",""
"D8103","CARBONERA","MESTIZO BRAHMAN","1995-09-13 00:00:00","","","","","","2856","","","True","","False","False",""
"D8011","","MESTIZO BRAHMAN","1995-01-15 00:00:00","","","","","","581","","","True","","False","False",""
"D8017","CARAQUEÑA","MESTIZO BRAHMAN","1995-01-30 00:00:00","","","","","","7015","","","True","","False","False",""
"D8105","","MESTIZO BRAHMAN","1995-09-08 00:00:00","","","","","","7635","","","True","","False","False",""
"D8100","","MESTIZO BRAHMAN","1995-09-11 00:00:00","","","","","","3803","","","True","","False","False",""
"D8098","","MESTIZO BRAHMAN","1995-09-06 00:00:00","","","","","","224","","","True","","False","False",""
"D8102","","MESTIZO BRAHMAN","1995-09-13 00:00:00","","","","","","6514","","","True","","False","False",""
"2841M","","MESTIZO BRAHMAN","1992-10-01 00:00:00","","","","","","16","","","True","","False","False",""
"D8104","","MESTIZO BRAHMAN","1995-09-19 00:00:00","","","","","","579","","","True","","False","False",""
"D8106","","MESTIZO BRAHMAN","1995-09-20 00:00:00","","","","","","1566","","","True","","False","False",""
"D8111","","MESTIZO BRAHMAN","1995-09-22 00:00:00","","","","","","2864","","","True","","False","False",""
"D8114","","MESTIZO BRAHMAN","1995-09-25 00:00:00","","","","","","3813","","","True","","False","False",""
"D8115","BUFALO","MESTIZO BRAHMAN","1995-09-06 00:00:00","","","","","","7013","","","True","","False","False",""
"D8116","","MESTIZO BRAHMAN","1995-09-26 00:00:00","","","","","","8581","","","True","","False","False",""
"D8117","","MESTIZO BRAHMAN","1995-09-27 00:00:00","","","","","","3818","","","True","","False","False",""
"D8119","","MESTIZO BRAHMAN","1995-09-28 00:00:00","","","","","","2842","","","True","","False","False",""
"D8109","","MESTIZO BRAHMAN","1995-09-21 00:00:00","","","","","","8516","","","True","","False","False",""
"D8110","","MESTIZO BRAHMAN","1995-09-21 00:00:00","","","","","","586","","","True","","False","False",""
"D8112","","MESTIZO BRAHMAN","1995-09-25 00:00:00","","","","","","2861","","","True","","False","False",""
"D8113","NOCHE DE LUNA","MESTIZO BRAHMAN","1995-09-25 00:00:00","","","","","","2863","","","True","","False","False",""
"D8118","","MESTIZO BRAHMAN","1995-09-07 00:00:00","","","","","","3804","","","True","","False","False",""
"D8120","","MESTIZO BRAHMAN","1995-10-02 00:00:00","","","","","","8571","","","True","","False","False",""
"D8121","","MESTIZO BRAHMAN","1995-10-02 00:00:00","","","","","","536","","","True","","False","False",""
"D8122","","MESTIZO BRAHMAN","1995-10-03 00:00:00","","","","","","2871","","","True","","False","False",""
"D8123","","MESTIZO BRAHMAN","1995-10-03 00:00:00","","","","","","550","","","True","","False","False",""
"D8124","","MESTIZO BRAHMAN","1995-10-04 00:00:00","","","","","","3808","","","True","","False","False",""
"D8125","POR SI ACASO","MESTIZO BRAHMAN","1995-10-04 00:00:00","","","","","","9557","","","True","","False","False",""
"D8126","CAREY","MESTIZO BRAHMAN","1995-10-06 00:00:00","","","","","","3828","","","True","","False","False",""
"D8127","","MESTIZO BRAHMAN","1995-10-07 00:00:00","","","","","","418","","","True","","False","False",""
"D8128","","MESTIZO BRAHMAN","1995-10-07 00:00:00","","","","","","3810","","","True","","False","False",""
"D8129","","MESTIZO BRAHMAN","1995-10-08 00:00:00","","","","","","40","","","True","","False","False",""
"D8130","","MESTIZO BRAHMAN","1995-10-14 00:00:00","","","","","","2869","","","True","","False","False",""
"D8131","","MESTIZO BRAHMAN","1995-10-14 00:00:00","","","","","","3822","","","True","","False","False",""
"D8132","","MESTIZO BRAHMAN","1995-10-15 00:00:00","","","","","","3809","","","True","","False","False",""
"D8031","CACHUCHA","MESTIZO BRAHMAN","1995-02-28 00:00:00","","","","","","1511","","","True","","False","False",""
"D8133","","MESTIZO BRAHMAN","1995-10-18 00:00:00","","","","","","3811","","","True","","False","False",""
"3817","","MESTIZO BRAHMAN","1993-04-14 00:00:00","","","","","","8551","","","True","","False","False",""
"D8038","LA GUAJIRA","MESTIZO BRAHMAN","1995-03-22 00:00:00","","","","","","1527","","","True","","False","False",""
"D8135","","MESTIZO BRAHMAN","1995-10-26 00:00:00","","","","","","1550","","","True","","False","False",""
"D8134","","MESTIZO BRAHMAN","1995-10-26 00:00:00","","","","","","6512","","","True","","False","False",""
"D8136","","MESTIZO BRAHMAN","1995-10-26 00:00:00","","","","","","76301","","","True","","False","False",""
"D8137","","MESTIZO BRAHMAN","1995-10-29 00:00:00","","","","","","1593","","","True","","False","False",""
"D8138","","MESTIZO BRAHMAN","1995-10-29 00:00:00","","","","","","8615","","","True","","False","False",""
"D8139","","MESTIZO BRAHMAN","1995-10-30 00:00:00","","","","","","113","","","True","","False","False",""
"D8142","","MESTIZO BRAHMAN","1995-10-30 00:00:00","","","","","","8589","","","True","","False","False",""
"D8140","","MESTIZO BRAHMAN","1995-10-30 00:00:00","","","","","","85341","","","True","","False","False",""
"D8141","","MESTIZO BRAHMAN","1995-10-31 00:00:00","","","","","","387","","","True","","False","False",""
"D8036","","MESTIZO BRAHMAN","1995-04-02 00:00:00","","","","","","9580","","","True","","False","False",""
"D8037","","MESTIZO BRAHMAN","1995-03-22 00:00:00","","","","","","8560","","","True","","False","False",""
"D8143","","MESTIZO BRAHMAN","1995-11-12 00:00:00","","","","","","1","","","True","","False","False",""
"D8144","","MESTIZO BRAHMAN","1995-11-14 00:00:00","","","","","","8599","","","True","","False","False",""
"D8145","","MESTIZO BRAHMAN","1995-11-14 00:00:00","","","","","","589","","","True","","False","False",""
"D8146","CAMPESINA","MESTIZO BRAHMAN","1995-11-18 00:00:00","","","","","","16","","","True","","False","False",""
"D8157","","MESTIZO BRAHMAN","1995-12-24 00:00:00","","","","","","1549","","","True","","False","False",""
"E8001","","MESTIZO BRAHMAN","1996-01-01 00:00:00","","","","","","2829","","","True","","False","False",""
"E8002","","MESTIZO BRAHMAN","1996-01-01 00:00:00","","","","","","559","","","True","","False","False",""
"E8003","","MESTIZO BRAHMAN","1996-01-02 00:00:00","","","","","","9570","","","True","","False","False",""
"E8004","","MESTIZO BRAHMAN","1996-01-02 00:00:00","","","","","","9546","","","True","","False","False",""
"E8005","","MESTIZO BRAHMAN","1996-01-02 00:00:00","","","","","","6516","","","True","","False","False",""
"E8007","","MESTIZO BRAHMAN","1996-01-04 00:00:00","","","","","","1594","","","True","","False","False",""
"E8008","","MESTIZO BRAHMAN","1996-01-04 00:00:00","","","","","","8588","","","True","","False","False",""
"E8009","","MESTIZO BRAHMAN","1996-01-05 00:00:00","","","","","","549","","","True","","False","False",""
"D8149","","MESTIZO BRAHMAN","1995-11-30 00:00:00","","","","","","2801","","","True","","False","False",""
"D8147","","MESTIZO BRAHMAN","1995-11-20 00:00:00","","","","","","7018","","","True","","False","False",""
"D8152","","MESTIZO BRAHMAN","1995-12-17 00:00:00","","","","","","8562","","","True","","False","False",""
"D8154","","MESTIZO BRAHMAN","1995-12-19 00:00:00","","","","","","7509","","","True","","False","False",""
"D8150","","MESTIZO BRAHMAN","1995-12-06 00:00:00","","","","","","581","","","True","","False","False",""
"D8151","","MESTIZO BRAHMAN","1995-12-16 00:00:00","","","","","","3816","","","True","","False","False",""
"D8155","","MESTIZO BRAHMAN","1995-12-19 00:00:00","","","","","","8522","","","True","","False","False",""
"D8156","","MESTIZO BRAHMAN","1995-12-20 00:00:00","","","","","","465","","","True","","False","False",""
"D8148","","MESTIZO BRAHMAN","1995-11-23 00:00:00","","","","","","6510","","","True","","False","False",""
"D8153","","MESTIZO BRAHMAN","1995-12-18 00:00:00","","","","","","7591","","","True","","False","False",""
"D8049","","MESTIZO BRAHMAN","1995-04-28 00:00:00","","","","","","2816","","","True","","False","False",""
