"Madre","Serie","Padre","Nombre","Tipologia","Pesodestete","Fecha","Caso","fecs"
"1","D8143","","","MAUTE","0","1995-11-12 00:00:00","PARTO","1997-09-15 00:00:00"
"8599","D8144","","","MAUTE","0","1995-11-14 00:00:00","PARTO","1998-10-01 00:00:00"
"589","D8145","","MANCHITA","VACA PROD.VACIA","0","1995-11-14 00:00:00","PARTO",""
"16","D8146","","CAMPESINA","VACA PROD.VACIA","0","1995-11-18 00:00:00","PARTO",""
"7018","D8147","","","MAUTE","0","1995-11-20 00:00:00","PARTO","1998-10-01 00:00:00"
"6510","D8148","","MONEDITA","VACA PROD.VACIA","0","1995-11-23 00:00:00","PARTO",""
"2801","D8149","","","MAUTE","0","1995-11-30 00:00:00","PARTO","1998-10-27 00:00:00"
"581","D8150","","JUEGO E´DAMA","VACA VACIA","0","1995-12-06 00:00:00","PARTO",""
"3816","D8151","","","MAUTA","0","1995-12-16 00:00:00","PARTO","1998-08-17 00:00:00"
"8562","D8152","","","MAUTE","0","1995-12-17 00:00:00","PARTO","1998-10-01 00:00:00"
"7591","D8153","","TOMASITA","VACA VACIA","0","1995-12-18 00:00:00","PARTO",""
"7509","D8154","","","MAUTE","0","1995-12-19 00:00:00","PARTO","1998-10-27 00:00:00"
"8522","D8155","","","VACA PREÑADA","0","1995-12-19 00:00:00","PARTO","1998-10-11 00:00:00"
"465","D8156","","","MAUTA","0","1995-12-20 00:00:00","PARTO","1998-03-19 00:00:00"
"1549","D8157","","","MAUTE","0","1995-12-24 00:00:00","PARTO","1998-10-01 00:00:00"
"83","E01","","","MAUTE","0","1996-03-26 00:00:00","PARTO",""
"2261","E0172","","","MAUTE","0","1996-03-12 00:00:00","PARTO",""
"2100","E0174","","","MAUTE","0","1996-03-12 00:00:00","PARTO",""
"2427","E0245","","","MAUTE","0","1996-03-25 00:00:00","PARTO",""
"2220","E0494","","","MAUTE","0","1996-05-03 00:00:00","PARTO",""
"2087","E0508","","","MAUTE","0","1996-05-05 00:00:00","PARTO",""
"57","E0546","","","MAUTE","0","1996-05-10 00:00:00","PARTO",""
"2829","E8001","","","MAUTA","0","1996-01-01 00:00:00","PARTO","1998-08-17 00:00:00"
"8555","E80017","","","MAUTE","","1997-01-03 00:00:00","PARTO",""
"559","E8002","","","MAUTA","0","1996-01-01 00:00:00","PARTO","1998-03-17 00:00:00"
"9570","E8003","","","MAUTE","0","1996-01-02 00:00:00","PARTO","1998-10-01 00:00:00"
"179","E80037","","","MAUTE","","1997-01-09 00:00:00","PARTO",""
"9546","E8004","","CIGARRON","VACA VACIA","0","1996-01-02 00:00:00","PARTO",""
"3801","E80047","","","MAUTA","","1997-01-09 00:00:00","PARTO","1998-03-19 00:00:00"
"6516","E8005","","","MAUTA","0","1996-01-02 00:00:00","PARTO","1998-03-17 00:00:00"
"586","E80057","","","MAUTA","","1997-01-13 00:00:00","PARTO","1999-01-19 00:00:00"
"585","E80067","","","MAUTE","","1996-09-30 00:00:00","PARTO",""
"1594","E8007","","","MAUTE","0","1996-01-04 00:00:00","PARTO","1999-03-08 00:00:00"
"3837","E80077","","","MAUTE","","1997-01-18 00:00:00","PARTO",""
"8588","E8008","","","MAUTA","0","1996-01-04 00:00:00","PARTO","1998-05-04 00:00:00"
"1527","E80087","","","MAUTA","","1997-01-19 00:00:00","PARTO","1998-03-19 00:00:00"
"549","E8009","","","MAUTE","0","1996-01-05 00:00:00","PARTO","1999-03-08 00:00:00"
"4811","E80097","","","MAUTA","","1997-01-20 00:00:00","PARTO","1999-01-19 00:00:00"
"2811","E8010","","","MAUTA","0","1996-01-08 00:00:00","PARTO","1998-03-17 00:00:00"
"1563","E80107","","","MAUTA","","1996-01-29 00:00:00","PARTO",""
"505","E8011","","","MAUTE","0","1996-01-08 00:00:00","PARTO","1998-07-28 00:00:00"
"231","E80117","","","MAUTA","","1997-01-20 00:00:00","PARTO","1999-01-19 00:00:00"
"558","E8012","","","MAUTA","0","1996-01-08 00:00:00","PARTO","1998-03-17 00:00:00"
"3865","E80127","","","MAUTA","","1997-01-24 00:00:00","PARTO","1999-01-19 00:00:00"
"147","E8013","","","MAUTE","0","1996-01-09 00:00:00","PARTO",""
"4827","E80137","","","MAUTA","","1997-01-27 00:00:00","PARTO","1999-01-19 00:00:00"
"1592","E8014","","","MAUTE","0","1996-01-10 00:00:00","PARTO","1999-03-08 00:00:00"
"1591","E80147","","","MAUTE","","1997-01-27 00:00:00","PARTO",""
"7009","E8015","","","BECERRO","0","1996-01-12 00:00:00","PARTO","1997-02-15 00:00:00"
"2808","E80157","","","MAUTE","","1997-01-30 00:00:00","PARTO",""
"8553","E8016","","","MAUTA","0","1996-01-12 00:00:00","PARTO","1998-03-17 00:00:00"
"7014","E80167","","","MAUTE","","1997-02-08 00:00:00","PARTO",""
"1563","E8017","","","MAUTA","0","1996-01-03 00:00:00","PARTO","1998-03-17 00:00:00"
"179","E8018","","","MAUTA","0","1996-01-19 00:00:00","PARTO","1998-03-17 00:00:00"
"2804","E8019","","GUACABA","VACA VACIA","0","1996-01-24 00:00:00","PARTO",""
"157","E8020","","","MAUTA","0","1996-01-24 00:00:00","PARTO","1998-03-17 00:00:00"
"2808","E8021","","","MAUTE","0","1996-01-25 00:00:00","PARTO","1998-10-27 00:00:00"
"8606","E8022","","","MAUTE","0","1996-01-26 00:00:00","PARTO","1998-10-01 00:00:00"
"8527","E8023","","","MAUTA","0","1996-01-26 00:00:00","PARTO","1998-03-17 00:00:00"
"3837","E8024","","","MAUTA","0","1996-01-27 00:00:00","PARTO","1998-03-17 00:00:00"
"7015","E8025","","","MAUTA","0","1996-02-06 00:00:00","PARTO","1998-03-17 00:00:00"
"9580","E8026","","","MAUTA","0","1996-02-06 00:00:00","PARTO","1998-03-17 00:00:00"
"8555","E8027","","","MAUTE","0","1996-02-12 00:00:00","PARTO","1999-03-08 00:00:00"
"8560","E8028","","","MAUTA","0","1996-02-15 00:00:00","PARTO","1998-03-17 00:00:00"
"3843","E8029","","","MAUTA","0","1996-02-16 00:00:00","PARTO","1998-03-17 00:00:00"
"1529","E8030","","","MAUTE","0","1996-02-16 00:00:00","PARTO","1998-10-27 00:00:00"
"226","E8031","","","MAUTE","0","1996-02-24 00:00:00","PARTO","1999-03-08 00:00:00"
"3801","E8032","","","MAUTA","0","1996-02-24 00:00:00","PARTO","1998-03-19 00:00:00"
"2820","E8033","","","MAUTA","0","1996-02-07 00:00:00","PARTO","1998-05-04 00:00:00"
"1527","E8034","","","MAUTA","0","1996-02-26 00:00:00","PARTO","1998-03-17 00:00:00"
"1524","E8035","","","MAUTA","0","1996-02-27 00:00:00","PARTO","1998-03-17 00:00:00"
"7017","E8036","","","MAUTE","0","1996-02-27 00:00:00","PARTO","1999-03-08 00:00:00"
"1595","E8037","","CAMPO ALEGRE","VACA PROD.VACIA","0","1996-03-01 00:00:00","PARTO",""
"9514","E8038","","","MAUTE","0","1996-03-11 00:00:00","PARTO","1998-10-27 00:00:00"
"6511","E8039","","","MAUTE","0","1996-03-11 00:00:00","PARTO","1999-03-08 00:00:00"
"7014","E8040","","","MAUTE","0","1996-03-16 00:00:00","PARTO","1997-10-27 00:00:00"
"81","E8041","","","MAUTE","0","1996-03-16 00:00:00","PARTO","1997-10-27 00:00:00"
"1591","E8042","","","MAUTE","0","1996-03-16 00:00:00","PARTO","1999-03-08 00:00:00"
"6515","E8043","","","MAUTA","0","1996-03-16 00:00:00","PARTO","1998-03-17 00:00:00"
"557","E8044","","","MAUTE","0","1996-04-01 00:00:00","PARTO","1999-03-08 00:00:00"
"3815","E8045","","","MAUTA","0","1996-04-03 00:00:00","PARTO","1998-03-17 00:00:00"
"8551","E8046","","","MAUTA","0","1996-04-05 00:00:00","PARTO","1998-05-04 00:00:00"
"9589","E8047","","","MAUTE","0","1996-04-10 00:00:00","PARTO","1999-03-08 00:00:00"
"1599","E8048","","","MAUTE","0","1996-04-10 00:00:00","PARTO",""
"114","E8049","","","MAUTA","0","1996-04-15 00:00:00","PARTO","1998-03-17 00:00:00"
"3826","E8050","","","BECERRA","0","1996-04-17 00:00:00","PARTO","1996-05-16 00:00:00"
"7003","E8051","","","MAUTE","0","1996-04-17 00:00:00","PARTO","1998-02-05 00:00:00"
"9586","E8052","","","BECERRO","0","1996-04-17 00:00:00","PARTO","1996-06-15 00:00:00"
"1602","E8053","","","MAUTA","0","1996-04-08 00:00:00","PARTO","1998-03-19 00:00:00"
"2813","E8054","","","MAUTE","0","1996-04-30 00:00:00","PARTO","1998-10-01 00:00:00"
"196","E8055","","","MAUTE","0","1996-05-02 00:00:00","PARTO","1999-03-08 00:00:00"
"171","E8056","","","MAUTE","0","1996-05-04 00:00:00","PARTO","1998-02-05 00:00:00"
"7016","E8057","","","MAUTE","0","1996-05-08 00:00:00","PARTO","1998-02-05 00:00:00"
"8574","E8058","","","MAUTE","0","1996-05-12 00:00:00","PARTO","1998-02-05 00:00:00"
"7002","E8059","","","MAUTE","0","1996-05-13 00:00:00","PARTO","1998-02-05 00:00:00"
"8506","E8060","","","BECERRA","0","1996-05-15 00:00:00","PARTO","1996-05-20 00:00:00"
"1512","E8061","","","MAUTE","0","1996-06-15 00:00:00","PARTO","1998-02-05 00:00:00"
"459","E8062","","","MAUTE","0","1996-05-16 00:00:00","PARTO","1999-03-08 00:00:00"
"3849","E8063","","","MAUTA","0","1996-05-17 00:00:00","PARTO","1998-05-04 00:00:00"
"8536","E8064","","","MAUTA","0","1996-05-19 00:00:00","PARTO","1998-03-17 00:00:00"
"204","E8065","","","MAUTE","0","1996-05-20 00:00:00","PARTO",""
"1572","E8066","","","MAUTE","0","1996-05-21 00:00:00","PARTO","1998-02-05 00:00:00"
"71","E8067","","","MAUTA","0","1996-05-26 00:00:00","PARTO","1998-03-17 00:00:00"
"4806","E8068","","","MAUTE","0","1996-05-28 00:00:00","PARTO","1999-03-08 00:00:00"
"1541","E8069","","","MAUTE","0","1996-06-01 00:00:00","PARTO","1998-02-05 00:00:00"
"7599","E8070","","","MAUTE","0","1996-06-05 00:00:00","PARTO","1999-03-08 00:00:00"
"8554","E8071","","","MAUTA","0","1996-06-09 00:00:00","PARTO","1998-02-05 00:00:00"
"2826","E8072","","","MAUTE","0","1996-06-11 00:00:00","PARTO",""
"2827","E8073","","","BECERRO","0","1996-06-13 00:00:00","PARTO","1996-07-09 00:00:00"
"2837","E8074","","","MAUTE","0","1996-06-13 00:00:00","PARTO","1997-02-25 00:00:00"
"529","E8075","","","BECERRO","0","1996-06-15 00:00:00","PARTO","1996-07-26 00:00:00"
"1539","E8076","","","MAUTA","0","1996-06-16 00:00:00","PARTO","1998-05-04 00:00:00"
"2836","E8077","","","MAUTA","","1996-06-16 00:00:00","PARTO",""
"7510","E8078","","","MAUTA","0","1996-06-18 00:00:00","PARTO","1998-03-17 00:00:00"
"9518","E8079","","","MAUTE","0","1996-06-20 00:00:00","PARTO","1999-03-08 00:00:00"
"3861","E8080","","","BECERRO","0","1996-06-20 00:00:00","PARTO","1996-11-19 00:00:00"
"3848","E8081","","","MAUTA","0","1996-06-22 00:00:00","PARTO","1998-05-04 00:00:00"
"80","E8082","","","MAUTE","0","1996-06-23 00:00:00","PARTO","1998-02-05 00:00:00"
"2845","E8083","","","MAUTE","0","1996-06-24 00:00:00","PARTO","1998-02-05 00:00:00"
"563","E8084","","","MAUTE","0","1996-06-25 00:00:00","PARTO",""
"577","E80856","","","MAUTA","","1996-06-26 00:00:00","PARTO","1998-03-17 00:00:00"
"2806","E8086","","","MAUTA","0","1996-06-26 00:00:00","PARTO","1998-03-17 00:00:00"
"3","E8087","","","MAUTA","0","1996-07-15 00:00:00","PARTO","1998-05-04 00:00:00"
"3859","E8088","","","MAUTE","0","1996-07-27 00:00:00","PARTO","1998-02-05 00:00:00"
"2832","E8089","","","MAUTA","0","1996-07-29 00:00:00","PARTO","1999-01-19 00:00:00"
"2844","E8090","","","MAUTE","0","1996-07-30 00:00:00","PARTO","1998-02-05 00:00:00"
"8516","E8091","","","MAUTA","0","1996-08-01 00:00:00","PARTO","1998-03-17 00:00:00"
"3846","E8092","","","MAUTA","0","1996-08-03 00:00:00","PARTO","1998-03-19 00:00:00"
"7635","E8093","","","MAUTE","0","1996-08-06 00:00:00","PARTO","1998-02-05 00:00:00"
"8571","E8094","","","MAUTA","0","1996-08-15 00:00:00","PARTO","1998-05-04 00:00:00"
"2814","E8095","","","MAUTA","0","1996-08-16 00:00:00","PARTO","1998-08-17 00:00:00"
"2","E8096","","","MAUTA","0","1996-08-16 00:00:00","PARTO","1998-03-17 00:00:00"
"2856","E8097","","","MAUTA","0","1996-08-17 00:00:00","PARTO","1998-05-04 00:00:00"
"579","E8098","","","MAUTA","0","1996-08-18 00:00:00","PARTO","1998-05-04 00:00:00"
"224","E8099","","","MAUTE","0","1996-08-21 00:00:00","PARTO","1998-02-05 00:00:00"
"3832","E8100","","","MAUTE","0","1996-08-23 00:00:00","PARTO","1998-02-05 00:00:00"
"3806","E8101","","","MAUTA","0","1996-08-23 00:00:00","PARTO","1998-05-04 00:00:00"
"2818","E8102","","","MAUTA","0","1996-08-25 00:00:00","PARTO","1998-05-04 00:00:00"
"1579","E8103","","","MAUTE","0","1996-08-27 00:00:00","PARTO",""
"2816","E8104","","","MAUTE","0","1996-09-03 00:00:00","PARTO",""
"2861","E8105","","","MAUTA","0","1996-09-06 00:00:00","PARTO","1998-03-19 00:00:00"
"3828","E8106","","","MAUTE","0","1996-09-03 00:00:00","PARTO","1998-02-05 00:00:00"
"3858","E8107","","","MAUTE","0","1996-09-10 00:00:00","PARTO",""
"4817","E8108","","","MAUTE","0","1996-09-12 00:00:00","PARTO","1998-03-08 00:00:00"
"2860","E8109","","","MAUTA","","1996-09-16 00:00:00","PARTO","1998-05-04 00:00:00"
"418","E8110","","","MAUTA","0","1996-09-18 00:00:00","PARTO","1998-05-04 00:00:00"
"4814","E8111","","","MAUTE","0","1996-09-15 00:00:00","PARTO",""
"76301","E8112","","","MAUTE","0","1996-09-24 00:00:00","PARTO","1998-02-05 00:00:00"
"1550","E8113","","","MAUTA","0","1996-09-26 00:00:00","PARTO","1998-05-04 00:00:00"
"4805","E8114","","","BECERRO","0","1996-09-26 00:00:00","PARTO","1998-04-15 00:00:00"
"2863","E8115","","","MAUTA","0","1996-09-26 00:00:00","PARTO","1998-03-19 00:00:00"
"6514","E8116","","","MAUTE","0","1996-09-26 00:00:00","PARTO",""
"589","E8117","","","MAUTE","0","1996-09-27 00:00:00","PARTO",""
"369","E8118","","","BECERRA","0","1996-09-28 00:00:00","PARTO","1996-11-12 00:00:00"
"7511","E8119","","","MAUTA","0","1996-09-29 00:00:00","PARTO","1998-05-04 00:00:00"
"2862","E8120","","","MAUTA","0","1996-09-30 00:00:00","PARTO","1998-05-04 00:00:00"
"8581","E8121","","","BECERRO","0","1996-09-30 00:00:00","PARTO","1996-10-29 00:00:00"
"113","E8122","","","MAUTE","0","1996-10-01 00:00:00","PARTO",""
"7018","E8123","","","MAUTE","","1996-10-09 00:00:00","PARTO",""
"6517","E8124","","","MAUTA","","1996-10-10 00:00:00","PARTO","1998-05-04 00:00:00"
"2831","E8125","","","MAUTA","","1996-10-12 00:00:00","PARTO","1998-05-04 00:00:00"
"1566","E8126","","","MAUTE","","1996-10-13 00:00:00","PARTO","1998-02-05 00:00:00"
"387","E8127","","","MAUTA","","1996-10-15 00:00:00","PARTO","1998-05-04 00:00:00"
"581","E8128","","","MAUTE","","1996-10-16 00:00:00","PARTO",""
"3864","E8129","","","MAUTA","","1996-10-21 00:00:00","PARTO","1998-05-04 00:00:00"
"40","E8130","","","MAUTE","","1996-10-21 00:00:00","PARTO",""
"4830","E8131","","","MAUTA","","1996-10-22 00:00:00","PARTO","1998-05-04 00:00:00"
"3810","E8132","","","MAUTA","","1996-10-31 00:00:00","PARTO","1998-05-04 00:00:00"
"3811","E8133","","","MAUTE","","1996-11-01 00:00:00","PARTO",""
"2828","E8134","","","MAUTA","","1996-11-02 00:00:00","PARTO","1998-05-04 00:00:00"
"8589","E8135","","","MAUTA","","1996-11-04 00:00:00","PARTO","1998-05-04 00:00:00"
"2871","E8136","","","MAUTA","","1996-10-30 00:00:00","PARTO","1998-05-04 00:00:00"
"8562","E8137","","","MAUTA","","1996-11-06 00:00:00","PARTO","1998-05-04 00:00:00"
"7013","E8138","","","MAUTE","","1996-11-07 00:00:00","PARTO",""
"8615","E8139","","","MAUTA","","1996-11-10 00:00:00","PARTO","1998-03-19 00:00:00"
"3855","E8140","","","MAUTE","","1996-11-12 00:00:00","PARTO","1998-02-05 00:00:00"
"9546","E8141","","","MAUTE","","1996-11-13 00:00:00","PARTO",""
"3803","E8142","","","MAUTA","","1996-11-15 00:00:00","PARTO","1998-05-04 00:00:00"
"584","E8143","","","BECERRO","","1996-11-15 00:00:00","PARTO","1996-12-16 00:00:00"
"1549","E8144","","","MAUTA","","1996-11-17 00:00:00","PARTO","1998-05-04 00:00:00"
"1593","E8145","","","MAUTA","","1996-11-17 00:00:00","PARTO","1999-01-19 00:00:00"
"559","E8146","","","MAUTA","","1996-11-19 00:00:00","PARTO","1999-01-19 00:00:00"
"3863","E8147","","","MAUTE","","1996-11-20 00:00:00","PARTO",""
"550","E8148","","","MAUTA","","1996-11-22 00:00:00","PARTO","1998-03-19 00:00:00"
"4819","E8149","","","MAUTA","","1996-11-25 00:00:00","PARTO","1999-01-19 00:00:00"
"85341","E8150","","","MAUTE","","1996-11-26 00:00:00","PARTO",""
"558","E8151","","","MAUTA","","1996-11-26 00:00:00","PARTO","1998-03-17 00:00:00"
"8599","E8152","","","MAUTE","","1996-11-27 00:00:00","PARTO",""
"4825","E8153","","","MAUTA","","1996-11-28 00:00:00","PARTO","1998-05-04 00:00:00"
"1594","E8154","","","BECERRA","","1996-11-28 00:00:00","PARTO","1997-02-09 00:00:00"
"3809","E8155","","","MAUTE","","1996-12-01 00:00:00","PARTO",""
"6502","E8156","","","MAUTE","","1996-12-03 00:00:00","PARTO","1998-01-22 00:00:00"
"7591","E8157","","","MAUTE","","1996-12-03 00:00:00","PARTO","1998-02-05 00:00:00"
"4843","E8158","","","MAUTA","","1996-12-05 00:00:00","PARTO","1998-05-04 00:00:00"
"9557","E8159","","","MAUTA","","1996-12-07 00:00:00","PARTO","1998-03-19 00:00:00"
"2829","E8160","","","MAUTE","","1996-12-07 00:00:00","PARTO",""
"6512","E8161","","MARICO","MAUTE","","1996-12-08 00:00:00","PARTO",""
"505","E8162","","","MAUTA","","1996-12-08 00:00:00","PARTO","1999-01-19 00:00:00"
"585","E8163","","","MAUTA","","1996-12-12 00:00:00","PARTO","1998-03-19 00:00:00"
"8606","E8164","","","MAUTE","","1996-12-14 00:00:00","PARTO","1998-02-05 00:00:00"
"1511","E8165","","","MAUTE","","1996-12-17 00:00:00","PARTO",""
"8527","E8166","","","MAUTA","","1996-12-17 00:00:00","PARTO","1998-03-19 00:00:00"
"3813","E8167","","","MAUTA","","1996-12-19 00:00:00","PARTO","1998-03-19 00:00:00"
"3804","E8168","","","MAUTA","","1996-12-19 00:00:00","PARTO","1998-03-19 00:00:00"
"2864","E8169","","","MAUTE","","1996-12-19 00:00:00","PARTO",""
"549","E8170","","","MAUTE","","1996-12-21 00:00:00","PARTO",""
"2869","E8171","","","MAUTE","","1996-12-22 00:00:00","PARTO","1998-03-24 00:00:00"
"4803","E8172","","","MAUTE","","1996-12-26 00:00:00","PARTO",""
"3808","E8173","","","MAUTA","","1996-12-29 00:00:00","PARTO","1998-03-19 00:00:00"
"571","E8174","","","MAUTE","","1996-12-31 00:00:00","PARTO",""
"8588","E8175","","","MAUTA","","1996-12-08 00:00:00","PARTO","1998-05-04 00:00:00"
"2801","F8002","","","BECERRO","","1997-01-06 00:00:00","PARTO","1997-02-09 00:00:00"
"4841","F8017","","","MAUTA","","1997-02-11 00:00:00","PARTO","1999-01-19 00:00:00"
"4801","F8018","","ZAPATICO","MAUTA","","1997-02-13 00:00:00","PARTO","1998-11-15 00:00:00"
"81","F8019","","","MAUTE","","1997-02-13 00:00:00","PARTO",""
"4810","F8020","","","MAUTE","","1997-02-15 00:00:00","PARTO",""
"7003","F8021","","","MAUTA","","1997-02-16 00:00:00","PARTO","1999-01-19 00:00:00"
"1602","F8022","","","MAUTA","","1997-02-18 00:00:00","PARTO","1999-01-19 00:00:00"
"187","F8023","","","MAUTA","","1997-02-24 00:00:00","PARTO","1998-03-19 00:00:00"
"1599","F8024","","","MAUTA","","1997-02-24 00:00:00","PARTO","1998-03-19 00:00:00"
"465","F8025","","","MAUTE","","1997-02-28 00:00:00","PARTO",""
"4834","F8026","","","MAUTA","","1997-02-28 00:00:00","PARTO","1999-01-19 00:00:00"
"557","F8027","","","BECERRA","","1997-03-01 00:00:00","PARTO","1997-03-29 00:00:00"
"4838","F8028","","","MAUTE","","1997-03-04 00:00:00","PARTO",""
"4822","F8029","","","MAUTA","","1997-03-04 00:00:00","PARTO","1998-08-18 00:00:00"
"6515","F8030","","","MAUTE","","1997-03-05 00:00:00","PARTO",""
"3826","F8031","","","MAUTE","","1997-03-10 00:00:00","PARTO",""
"6516","F8032","","","BECERRA","","1997-03-10 00:00:00","PARTO","1997-04-12 00:00:00"
"1592","F8033","","","MAUTA","","1997-03-13 00:00:00","PARTO","1998-03-19 00:00:00"
"3820","F8034","","","MAUTE","","1997-03-21 00:00:00","PARTO",""
"9586","F8035","","","MAUTA","","1997-03-27 00:00:00","PARTO","1999-01-19 00:00:00"
"4823","F8036","","","MAUTA","","1997-03-30 00:00:00","PARTO","1998-03-19 00:00:00"
"196","F8037","","","MAUTE","","1997-04-02 00:00:00","PARTO",""
"3843","F8038","","","MAUTE","","1997-04-05 00:00:00","PARTO",""
"8551","F8039","","","MAUTE","","1997-04-05 00:00:00","PARTO",""
"4832","F8040","","","MAUTA","","1997-04-10 00:00:00","PARTO","1998-03-19 00:00:00"
"7002","F8041","","","MAUTE","","1997-04-10 00:00:00","PARTO",""
"459","F8042","","","MAUTA","","1997-04-12 00:00:00","PARTO","1998-03-19 00:00:00"
"2811","F8043","","","MAUTE","","1997-04-13 00:00:00","PARTO",""
"7599","F8044","","","MAUTA","","1997-04-15 00:00:00","PARTO","1998-03-19 00:00:00"
"204","F8045","","","MAUTA","","1997-04-15 00:00:00","PARTO","1998-03-19 00:00:00"
"2813","F8046","","","MAUTE","","1997-04-17 00:00:00","PARTO",""
"529","F8047","","","MAUTE","","1997-04-18 00:00:00","PARTO",""
"1572","F8048","","","MAUTA","","1997-04-20 00:00:00","PARTO","1998-03-19 00:00:00"
"1557","F8049","","","MAUTE","","1997-04-20 00:00:00","PARTO",""
"3816","F8050","","","MAUTE","","1997-04-20 00:00:00","PARTO",""
"1541","F8051","","","MAUTE","","1997-04-21 00:00:00","PARTO",""
"9589","F8052","","","MAUTE","","1997-04-22 00:00:00","PARTO",""
"1512","F8053","","","MAUTA","","1997-04-23 00:00:00","PARTO","1999-01-19 00:00:00"
"8554","F8054","","","MAUTE","","1997-04-27 00:00:00","PARTO",""
"16","F8055","","","MAUTA","","1997-04-27 00:00:00","PARTO","1999-01-19 00:00:00"
"7016","F8056","","","MAUTE","","1997-05-01 00:00:00","PARTO",""
"226","F8057","","","MAUTE","","1997-05-01 00:00:00","PARTO",""
"4815","F8058","","","MAUTA","","1997-05-03 00:00:00","PARTO","1998-03-19 00:00:00"
"80","F8059","","","MAUTE","","1997-05-04 00:00:00","PARTO",""
"2826","F8060","","","MAUTE","","1997-05-05 00:00:00","PARTO",""
"4844","F8061","","","MAUTA","","1997-05-05 00:00:00","PARTO","1998-03-19 00:00:00"
"7510","F8062","","","MAUTE","","1997-05-05 00:00:00","PARTO",""
"563","F8063","","","MAUTA","","1997-05-10 00:00:00","PARTO","1999-01-19 00:00:00"
"1539","F8064","","","MAUTA","","1997-05-10 00:00:00","PARTO","1999-01-19 00:00:00"
"3815","F8065","","","BECERRA","","1997-05-12 00:00:00","PARTO","1997-06-05 00:00:00"
"4846","F8066","","","MAUTA","","1997-05-17 00:00:00","PARTO","1999-01-19 00:00:00"
"2827","F8067","","","MAUTE","","1997-05-17 00:00:00","PARTO",""
"4850","F8068","","","MAUTE","","1997-05-23 00:00:00","PARTO",""
"2836","F8069","","","MAUTA","","1997-05-25 00:00:00","PARTO","1999-01-19 00:00:00"
"2837","F8070","","","MAUTA","","1997-05-26 00:00:00","PARTO","1998-03-19 00:00:00"
"577","F8071","","","MAUTE","","1997-06-05 00:00:00","PARTO",""
"2844","F8072","","","MAUTA","","1997-06-11 00:00:00","PARTO","1999-01-19 00:00:00"
"4840","F8073","","","MAUTA","","1997-06-19 00:00:00","PARTO","1998-03-19 00:00:00"
"6511","F8074","","","MAUTE","","1997-06-19 00:00:00","PARTO",""
"4847","F8075","","","MAUTE","","1997-06-21 00:00:00","PARTO",""
"4853","F8076","","","MAUTE","","1997-06-27 00:00:00","PARTO",""
"4829","F8077","","","MAUTA","","1997-06-28 00:00:00","PARTO","1998-03-19 00:00:00"
"4826","F8078","","","MAUTA","","1997-06-29 00:00:00","PARTO","1999-01-19 00:00:00"
"7635","F8079","","","MAUTA","","1997-06-30 00:00:00","PARTO","1998-03-19 00:00:00"
"4835","F8080","","","MAUTA","","1997-07-01 00:00:00","PARTO","1999-01-19 00:00:00"
"4858","F8081","","","MAUTE","","1997-07-01 00:00:00","PARTO",""
"2842","F8082","","","MAUTE","","1997-07-02 00:00:00","PARTO",""
"8536","F8083","","","MAUTA","","1997-07-03 00:00:00","PARTO","1999-01-19 00:00:00"
"3","F8084","","","MAUTE","","1997-07-09 00:00:00","PARTO",""
"2845","F8085","","","MAUTA","","1997-07-14 00:00:00","PARTO","1999-01-19 00:00:00"
"224","F8086","","","MAUTE","","1997-07-19 00:00:00","PARTO",""
"4872","F8087","","","MAUTA","","1997-07-22 00:00:00","PARTO","1998-08-04 00:00:00"
"8574","F8088","","","MAUTE","","1997-07-29 00:00:00","PARTO",""
"2861","F8089","","","MAUTE","","1997-08-01 00:00:00","PARTO",""
"171","F8090","","","BECERRA","","1997-08-01 00:00:00","PARTO","1997-08-14 00:00:00"
"4849","F8091","","","MAUTA","","1997-08-03 00:00:00","PARTO","1999-01-19 00:00:00"
"4836","F8092","","","MAUTA","","1997-08-03 00:00:00","PARTO","1999-01-19 00:00:00"
"8516","F8093","","","MAUTA","","1997-08-03 00:00:00","PARTO","1999-01-19 00:00:00"
"2862","F8094","","","MAUTA","","1997-08-10 00:00:00","PARTO","1999-01-19 00:00:00"
"4837","F8095","","","MAUTA","","1997-08-10 00:00:00","PARTO","1999-01-19 00:00:00"
"113","F8096","","","MAUTE","","1997-08-11 00:00:00","PARTO",""
"76301","F8097","","","MAUTA","","1997-08-12 00:00:00","PARTO","1999-01-19 00:00:00"
"579","F8098","","","MAUTA","","1997-08-12 00:00:00","PARTO","1999-01-19 00:00:00"
"4869","F8099","","","MAUTA","","1997-08-18 00:00:00","PARTO","1999-01-19 00:00:00"
"589","F8100","","","MAUTE","","1997-08-22 00:00:00","PARTO",""
"4814","F8101","","","MAUTE","","1997-08-24 00:00:00","PARTO",""
"418","F8102","","","MAUTA","","1997-08-04 00:00:00","PARTO","1999-01-19 00:00:00"
"4813","F8103","","","MAUTE","","1997-08-24 00:00:00","PARTO",""
"2","F8104","","","MAUTE","","1997-08-25 00:00:00","PARTO",""
"4842","F8105","","","MAUTE","","1997-08-28 00:00:00","PARTO",""
"8581","F8106","","","MAUTA","","1997-08-31 00:00:00","PARTO","1999-01-19 00:00:00"
"4870","F8107","","","MAUTA","","1997-09-03 00:00:00","PARTO","1999-01-19 00:00:00"
"4870","F81078","","","MAUTE","","1997-09-03 00:00:00","PARTO",""
