"Madre","Serie","Padre","Nombre","Tipologia","Pesodestete","Fecha","Caso","fecs"
"40","3856","","","VACA PREÑADA","0","1993-11-27 00:00:00","PARTO",""
"6512","3857","","PAPELON","VACA PREÑADA","0","1993-12-05 00:00:00","PARTO","1997-12-11 00:00:00"
"453","3858","","REFLEJO","VACA PROD.VACIA","0","1993-12-08 00:00:00","PARTO","1997-11-19 00:00:00"
"8599","3859","","COMPROMISO","VACA VACIA","0","1993-12-08 00:00:00","PARTO","1997-05-07 00:00:00"
"450","3860","","","VACA PREÑADA","0","1993-12-11 00:00:00","PARTO","1996-05-23 00:00:00"
"8555","3861","","CARA SUCIA","VACA PREÑADA","0","1993-12-12 00:00:00","PARTO",""
"187","3863","","VERANO","VACA PROD.VACIA","0","1993-12-25 00:00:00","PARTO","1998-08-31 00:00:00"
"465","3864","","OJOS NEGRO","VACA PREÑADA","0","1993-12-26 00:00:00","PARTO","1998-01-21 00:00:00"
"147","3865","","GUANOTA","VACA VACIA","0","1993-12-30 00:00:00","PARTO",""
"   392","392/99"," S-013","","BECERRA","","1999-08-02 00:00:00","PARTO",""
"   409","409/99","   S-9","","BECERRO","","1999-07-17 00:00:00","PARTO",""
"   416","416/99","   S-9","","BECERRA","","1999-07-13 00:00:00","PARTO",""
"   443","443/99"," P-444","","BECERRA","","1999-10-27 00:00:00","PARTO",""
"   454","454/99","   S-9","","BECERRO","","1999-07-18 00:00:00","PARTO",""
"   459","459/99","   S-9","","BECERRO","","1999-07-24 00:00:00","PARTO",""
"   461","461/99","  S-39","","BECERRO","","1999-07-24 00:00:00","PARTO",""
"   475","475/99","   S-9","","BECERRA","","1999-08-02 00:00:00","PARTO",""
"8589","4801","","DIBUJO","VACA PROD.VACIA","0","1994-01-01 00:00:00","PARTO",""
"549","4803","","VATIO","VACA PROD.VACIA","0","1994-01-16 00:00:00","PARTO","1997-11-19 00:00:00"
"7018","4805","","CACHAPA","VACA PROD.VACIA","0","1994-01-28 00:00:00","PARTO","1996-11-06 00:00:00"
"7591","4805M","","","TORO PADROTE","0","1994-01-25 00:00:00","PARTO","1996-08-07 00:00:00"
"8522","4806","","ANITA PEÑA","VACA PROD.VACIA","0","1994-01-29 00:00:00","PARTO","1997-01-24 00:00:00"
"6081","481","850","","TORO PADROTE","","1996-12-04 00:00:00","PARTO",""
"1512","4811","","BARBARITA","VACA VACIA","0","1994-02-04 00:00:00","PARTO",""
"71","4812","","","VACA PREÑADA","0","1994-02-06 00:00:00","PARTO","1996-06-05 00:00:00"
"63","4813","","MEREY","VACA VACIA","0","1994-02-06 00:00:00","PARTO",""
"559","4814","","LA SIMPSON","VACA VACIA","0","1994-02-06 00:00:00","PARTO",""
"8588","4815","","NUBE LLENA","VACA VACIA","0","1994-02-06 00:00:00","PARTO",""
"1549","4816","","","VACA VACIA","0","1994-02-10 00:00:00","PARTO",""
"581","4817","","MUCHACHA","VACA PREÑADA","0","1994-02-14 00:00:00","PARTO","1997-08-13 00:00:00"
"8606","4819","","ARBOLITO","VACA VACIA","0","1994-03-10 00:00:00","PARTO",""
"7015","4820","","","VACA VACIA","0","1994-03-15 00:00:00","PARTO","1998-01-21 00:00:00"
"9568","4823","","FRSCOLITA","VACA PREÑADA","0","1994-03-27 00:00:00","PARTO","1998-01-21 00:00:00"
"8551","4824","","","VACA VACIA","0","1994-04-06 00:00:00","PARTO","1996-06-05 00:00:00"
"157","4825","","MAPURITE","VACA PROD.VACIA","0","1994-04-06 00:00:00","PARTO","1997-11-19 00:00:00"
"9589","4826","","","VACA PROD.VACIA","0","1994-04-08 00:00:00","PARTO","1997-08-13 00:00:00"
"9546","4827","","SAMURITA","VACA PREÑADA","0","1994-04-08 00:00:00","PARTO","1997-11-19 00:00:00"
"1575","4829","","ZORRO E BANCO","VACA PROD.VACIA","0","1994-04-28 00:00:00","PARTO","1998-06-08 00:00:00"
"9545","4830","","RETRATO","VACA PROD.VACIA","0","1994-04-26 00:00:00","PARTO",""
"80","4831","","","VACA PREÑADA","0","1994-04-26 00:00:00","PARTO","1997-06-05 00:00:00"
"563","4842","","LA NIÑA","VACA VACIA","0","1994-07-05 00:00:00","PARTO",""
"8516","4854","","GOYA","VACA PREÑADA","0","1994-10-30 00:00:00","PARTO","1998-06-08 00:00:00"
"6514","4856","","","VACA PREÑADA","0","1994-10-31 00:00:00","PARTO","1998-01-21 00:00:00"
"171","4857","","","VACA VACIA","0","1994-11-01 00:00:00","PARTO","1997-11-19 00:00:00"
"8571","4860","","NOCHE BUENA","VACA PROD.VACIA","0","1994-11-08 00:00:00","PARTO","1998-09-30 00:00:00"
"450","4861","","YAMILETH","VACA PREÑADA","0","1994-11-17 00:00:00","PARTO","1998-09-30 00:00:00"
"6511","4862","","COCINERA","VACA PROD.VACIA","0","1994-11-19 00:00:00","PARTO","1998-09-30 00:00:00"
"7013","4863","","PERRO DE AGUA","VACA VACIA","0","1994-11-17 00:00:00","PARTO",""
"187","4864","","PAN DE LECHE","VACA PROD.VACIA","0","1994-11-17 00:00:00","PARTO",""
"536","4865","","CANELA","VACA PREÑADA","0","1994-11-02 00:00:00","PARTO","1998-08-31 00:00:00"
"231","4865M","","","MAUTE","0","1994-08-11 00:00:00","PARTO","1996-10-08 00:00:00"
"8589","4866","","","VACA VACIA","0","1994-11-21 00:00:00","PARTO","1998-09-30 00:00:00"
"1594","4867","","TORDITO","VACA PROD.VACIA","0","1994-11-21 00:00:00","PARTO","1998-09-30 00:00:00"
"224","4867M","","","MAUTE","0","1994-08-28 00:00:00","PARTO","1996-11-06 00:00:00"
"8599","4868","","","VACA PREÑADA","0","1994-11-29 00:00:00","PARTO","1997-11-19 00:00:00"
"6512","4869","","CHAVELA","VACA PREÑADA","0","1994-12-01 00:00:00","PARTO",""
"8555","4870","","INGRID","VACA PROD.VACIA","0","1994-12-06 00:00:00","PARTO",""
"1595","4870M","","","MAUTE","0","1994-09-12 00:00:00","PARTO","1996-10-08 00:00:00"
"7018","4871","","JUGO E´CAÑA","VACA PROD.VACIA","0","1994-12-10 00:00:00","PARTO","1998-09-30 00:00:00"
"8581","4871M","","","MAUTE","0","1994-09-18 00:00:00","PARTO","1997-02-04 00:00:00"
"2811","4872","","DOS COLORES","VACA VACIA","0","1994-12-10 00:00:00","PARTO",""
"465","4873","","","VACA PREÑADA","0","1994-12-26 00:00:00","PARTO","1998-01-21 00:00:00"
"7509","4874","","NOCHE OSCURA","VACA VACIA","0","1994-12-30 00:00:00","PARTO",""
"562","4874M","","","MAUTE","0","1994-09-19 00:00:00","PARTO","1996-10-08 00:00:00"
"2801","4876M","","","MAUTE","0","1994-09-27 00:00:00","PARTO","1997-05-07 00:00:00"
"579","4877M","","","MAUTE","0","1994-09-27 00:00:00","PARTO","1997-02-04 00:00:00"
"418","4878M","","","MAUTE","0","1994-09-29 00:00:00","PARTO","1997-03-05 00:00:00"
"7512","4879M","","","MAUTE","0","1994-10-01 00:00:00","PARTO","1996-11-06 00:00:00"
"571","4880M","","","MAUTE","0","1994-10-02 00:00:00","PARTO","1997-03-05 00:00:00"
"40","4885M","","","MAUTE","0","1994-10-09 00:00:00","PARTO","1997-05-07 00:00:00"
"113","4887M","","","MAUTE","0","1994-10-24 00:00:00","PARTO","1997-05-07 00:00:00"
"6","4888M","","","MAUTE","0","1994-10-25 00:00:00","PARTO","1997-05-07 00:00:00"
"586","4889M","","","MAUTE","0","1994-10-26 00:00:00","PARTO","1997-03-05 00:00:00"
"1","4890M","","","MAUTE","0","1994-10-30 00:00:00","PARTO","1997-02-04 00:00:00"
