"SERIE","FECHA","LTAM","LTPM","LOTE","DIFDIA","LactanciaParcial","LactanciaAcumulada","DiasAcumulados","PromedioAcumulado","LactanciaAjustada","LactanciaEstimada","IndiceLechero","IndiceLecheroAjustado","Pario","LTTOTAL","Historia","NCICLO"
"2814","1999-04-07 00:00:00","2.9","0","","6","17.4","556.8015","151","3.68742715231788","0","1143.10241721854","0","0","True","2.9","False",""
"2814","1999-04-22 00:00:00","2","0","","7","14","586.8015","166","3.53494879518072","0","1095.83412650602","0","0","True","2","False",""
"2814","1999-04-30 00:00:00","2","0","","8","16","602.8015","174","3.46437643678161","0","1073.9566954023","0","0","True","2","False",""
"2814","1999-05-15 00:00:00","3.2","0","","9","28.8","652.6015","189","3.45291798941799","0","1070.40457671958","0","0","True","3.2","False",""
"2862","1997-08-12 00:00:00","5.5","0","LOTE 5","0","5.5","5.5","0","0","0","0","0","0","False","5.5","False",""
"2862","1997-08-16 00:00:00","8.6","0","LOTE 3","0","34.4","39.9","0","0","0","0","0","0","False","8.6","False",""
"2862","1999-07-05 00:00:00","3","0","","36346","-551477.858","2461.30566666667","240","10.2554402777778","1538.31604166667","3179.18648611111","0","0","True","3","False",""
"2862","1997-08-19 00:00:00","7.7","0","LOTE 4","0","23.1","63","0","0","0","0","0","0","False","7.7","False",""
"2862","1997-09-02 00:00:00","5.7","0","LOTE 5","0","79.8","142.8","0","0","0","0","0","0","False","5.7","False",""
"2862","1997-09-10 00:00:00","6.5","0","LOTE 4","0","52","194.8","0","0","0","0","0","0","False","6.5","False",""
"2862","1997-09-23 00:00:00","6","0","LOTE 4","0","78","272.8","0","0","0","0","0","0","False","6","False",""
"2862","1997-09-26 00:00:00","5.9","0","LOTE 5","0","17.7","290.5","0","0","0","0","0","0","False","5.9","False",""
