SERIE,FNAC,FECR,TIPO,RAZA,SEXO,COLORPE,OBSER,PROCEDE,ESTADO,PESOI,PRECIO,PPIES,PESACT,FULPES,NPARTO,DPARTO,NSERVI,FECUP,ABORTO,EDADPP,TIPOAP,LOTE,LTEMP,ULTGDP,COD,CODAP,Pa1,Pa2,Pa3,Pa4,UA,EsPajuelaPadre,Vaquera,Historia,NCRIAS,NPARREPOR,NABOREPOR,PESOPP,LPAST,FECS,FECUA,PESDES,COLORBO,COLORMO,CODP,NOMBRE,ASOC1,SERIE1,FECDES,TIPOPS,CODPS,CODM,PAJU,RAZAMADRE,FECNACMADRE,RAZAPADRE,FECNACPADRE,NOMBREP,NOMBREM,NROREGMADRE1,ASOCMADRE1,ASOCPADRE1,NROREGPADRE1,ASOCPADRE2
13,1988-07-16T00:00:00,1995-06-16T00:00:00,VACA PROD.VACIA,MESTIZO BRAHMAN,0,BLANCO,RECUPERADA EN TRAB. CAMPO OCT.2010,VENCOSA,CONDICION 1,435,230,440,435,1995-06-16T00:00:00,1,652,0,1996-06-18T00:00:00,0,07-11,VACA PROD.VACIA,LOTE3,lote 01,0,12,12,0,0,0,0,1,0,Rebaño de la Finca,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1994-01-01T00:00:00,1996-01-27T00:00:00,VACA PROD.VACIA,BRAHMAN,0,,TRANSFERENCIA AUTOMATICA,LAS LUISAS,CONDICION 1,490,0,,,,0,665,0,,0,,VACA VACIA,SEIS,,0,12,11,0,0,0,0,1,0,Rebaño de la Finca,0,1,0,0,0,TRES,,,,,,,,,,,,,,,,,,,,,,,,,
22,1994-01-01T00:00:00,1996-01-27T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,LAS LUISAS,CONDICI 1,360,0,,,,2,441,0,2000-12-13T00:00:00,0,05-08,VACA VACIA SIN CRIA,VAQUERA,,0,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,4,2,0,0,,2001-11-21T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
27,1990-02-10T00:00:00,1996-01-27T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,INSEMINACION  CARLOS J.,LOS LIRIOS,CONDICION 1,407,0,,407,,5,530,0,2001-01-04T00:00:00,0,05-11,VACA VACIA SIN CRIA,SEIS,,0,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,3,5,0,0,,2001-01-22T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
40,1994-01-01T00:00:00,1996-01-27T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,LAS LUISAS,CONDICION 1,394,0,,,,4,568,0,2001-08-28T00:00:00,0,02-10,VACA VACIA SIN CRIA,UNO,uno vacio,0,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,4,4,0,0,,2002-05-02T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
41,1988-07-16T00:00:00,1995-06-16T00:00:00,VACA VACIA,MESTIZO BRAHMAN,0,BLANCO,,FINCA,CONDICION 2,440,230,440,,,2,410,0,1997-08-01T00:00:00,0,07-11,VACA PROD.VACIA,DOS,,0,11,12,0,0,0,0,1,0,Rebaño de la Finca,0,2,2,0,,,1998-01-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
42,1989-07-16T00:00:00,1995-07-05T00:00:00,VACA PREÑADA,MESTIZO BRAHMAN,0,BLANCO,,FINCA,CONDICION 2,396,230,140,,,3,397,0,1996-07-29T00:00:00,0,05-11,VACA PROD.VACIA,UNO,,0,14,12,0,0,0,0,1,0,Rebaño de la Finca,0,2,3,0,,,1997-10-20T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
43,1986-07-16T00:00:00,1995-06-16T00:00:00,VACA VACIA,MESTIZO BRAHMAN,0,BLANCO,,FINCA,CONDICION 3,354,230,330,,,1,-1,0,1995-02-02T00:00:00,0,08-06,VACA VACIA,DOS,,0,11,11,0,0,0,0,1,0,Rebaño de la Finca,0,0,1,0,,,1996-04-16T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
44,1990-07-15T00:00:00,1995-07-05T00:00:00,VACA VACIA,MESTIZO BRAHMAN,0,BLANCO,,FINCA,CONDICION 2,325,230,440,325,,3,363,0,1997-07-14T00:00:00,0,04-10,VACA PROD.VACIA,DESCARTE,,0,11,12,0,0,0,0,1,0,Rebaño de la Finca,0,3,3,0,,,1998-02-03T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
45,1988-07-16T00:00:00,1995-07-05T00:00:00,VACA VACIA,MESTIZO BRAHMAN,0,BLANCO,,FINCA,CONDICION 2,323,230,330,,,1,0,0,1995-05-16T00:00:00,0,06-10,VACA VACIA,UNO,,0,11,11,0,0,0,0,1,0,Rebaño de la Finca,0,0,1,0,,,1996-04-16T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
46,1989-07-16T00:00:00,1995-07-05T00:00:00,VACA VACIA,MESTIZO BRAHMAN,0,BLANCO,,FINCA,CONDICION 2,420,230,440,420,,3,376,0,1997-07-09T00:00:00,0,06-00,VACA PROD.VACIA,DESCARTE,,0,11,12,0,0,0,0,1,0,Rebaño de la Finca,0,1,3,0,,,1998-02-03T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
47,1988-07-16T00:00:00,1995-06-16T00:00:00,VACA VACIA,MESTIZO BRAHMAN,0,BLANCO,,FINCA,CONDICION 1,470,230,330,,,1,0,0,1994-11-05T00:00:00,0,06-03,VACA VACIA,DOS,,0,11,11,0,0,0,0,1,0,Rebaño de la Finca,0,0,1,0,,,1996-04-16T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
49,1988-07-16T00:00:00,1995-06-16T00:00:00,VACA VACIA,MESTIZO BRAHMAN,0,BLANCO,TRANSFERENCIA AUTOMATICA,FINCA,CONDICION 1,480,230,,480,,0,663,0,,0,,VACA PROD.VACIA,CHEQUEO,,0,11,12,0,0,0,0,1,0,Rebaño de la Finca,0,0,0,0,,,1998-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
93,1994-01-01T00:00:00,,VACA VACIA SIN CRIA,MESTIZO PARDO,0,,,EMIRO AGUILAR,,,,,,,4,494,0,2005-05-28T00:00:00,,07-04,VACA VACIA,VAQUERA,LOTE VAQUERA,0,13,11,0,0,0,0,1,0,Rebaño de la Finca,0,4,4,0,0,,1900-04-02T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
98,1994-01-01T00:00:00,1996-01-27T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,LAS LUISAS,CONDICION 1,430,140000,,,,4,435,0,1999-11-24T00:00:00,0,02-02,VACA VACIA SIN CRIA,DOS,,0,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,3,4,0,0,TRES,2000-07-18T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
02,1994-01-01T00:00:00,,VACA VACIA SIN CRIA,MESTIZO PARDO,0,,NUMERO CREADO,EMIRO AGUILAR,,,,,,,5,520,0,2003-06-26T00:00:00,,05-11,VACA VACIA SIN CRIA,VAQUERA,LOTE VAQUERA,0,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,5,5,0,0,,2003-07-25T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
03,1994-01-01T00:00:00,,VACA VACIA,MESTIZO PARDO,0,,NUMERO CREADO,EMIRO AGUILAR,,,,,,,2,555,0,2001-07-08T00:00:00,,05-11,VACA VACIA SIN CRIA,VAQUERA,,0,11,13,0,0,0,0,1,0,Rebaño de la Finca,0,2,2,0,0,,2001-11-21T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
04,1994-01-01T00:00:00,,VACA VACIA,MESTIZO PARDO,0,,NUMERO CREADO,EMIRO AGUILAR,,,,,,,4,400,0,2003-07-15T00:00:00,,05-11,VACA VACIA,VAQUERA,LOTE VAQUERA,0,11,11,0,0,0,0,1,0,Rebaño de la Finca,0,4,4,0,0,,2004-09-30T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
05,1994-01-01T00:00:00,,VACA VACIA SIN CRIA,MESTIZO PARDO,0,,NUMERO CREADO,EMIRO AGUILAR,,,,,,,4,519,0,2003-11-13T00:00:00,,05-11,VACA VACIA SIN CRIA,SEIS,LOTE UNO 2008-2009,0,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,4,4,0,0,,2009-06-11T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
07,1994-01-01T00:00:00,,VACA VACIA SIN CRIA,MESTIZO PARDO,0,,NUMERO CREADO,EMIRO AGUILAR,,,,,,,1,0,0,1999-12-31T00:00:00,,05-11,VACA VACIA,VAQUERA,,0,13,11,0,0,0,0,1,0,Rebaño de la Finca,0,1,1,0,0,,2001-11-21T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
107,1990-04-11T00:00:00,1996-01-27T00:00:00,VACA VACIA,BRAHMAN,0,,,LOS LIRIOS,CONDICION 1,390,0,140,,,0,,0,,0,,,SEIS,,0,11,,0,0,0,0,1,0,Rebaño de la Finca,0,0,0,0,,TRES,1997-04-26T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
124,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA PREÑADA,BRAHMAN,0,,,RINO,CONDICION 1,260,271530,,431,2004-04-14T00:00:00,6,369,0,2003-08-25T00:00:00,0,01-03,VACA VACIA SIN CRIA,SEIS,01,0.053,14,13,0,0,0,0,1,0,Rebaño de la Finca,0,6,6,0,291.03,TRES,2004-04-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
141B,1999-01-01T00:00:00,,VACA VACIA,MESTIZO PARDO,0,,NUMERO CREADO,EMIRO AGUILAR,,,,,,,4,332,0,2004-07-19T00:00:00,,00-11,VACA VACIA,VAQUERA,LOTE VAQUERA,0,11,11,0,0,0,0,1,0,Rebaño de la Finca,0,4,4,0,0,,2005-03-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
142,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,RINO,CONDICION 1,285,246960,,392,2004-04-14T00:00:00,10,627,0,2007-11-27T00:00:00,0,00-06,VACA VACIA,CINCO ORDEÑO,LOTE INSEMINACION 06/07,0.035,13,11,0,0,0,0,1,0,Rebaño de la Finca,0,10,10,0,0,,2007-11-27T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
143,1993-02-02T00:00:00,,VACA VACIA SIN CRIA,BRAHMAN,0,BLANCO,,SAN JOSE COSTA,CONDICION 1,350,0,,,,4,255,0,2002-08-20T00:00:00,0,05-08,VACA VACIA,DOS,Lote 2,0,13,11,0,0,0,0,1,0,Rebaño de la Finca,0,6,4,0,0,,2003-09-08T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
155,1995-09-13T00:00:00,,VACA VACIA,MESTIZO BRAHMAN,0,,TRANSFERENCIA AUTOMATICA,SAN JOSE LA COSTA,CONDICION 1,0,0,,,,0,524,0,,0,,VACA PROD.VACIA,DOS,,0,11,12,0,0,0,0,1,0,Rebaño de la Finca,0,1,0,0,0,,1998-08-12T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
158,1995-09-13T00:00:00,,VACA VACIA SIN CRIA,BRAHMAN,0,,,SAN JOSE DE LA COSTA,CONDICION 1,0,0,140,,,2,407,0,2000-12-28T00:00:00,0,04-02,VACA VACIA,DESCARTE,,0,13,11,0,0,0,0,1,0,Rebaño de la Finca,0,4,2,0,0,,2001-11-21T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
161,1995-10-10T00:00:00,2004-04-14T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,NUMERO CREADO,,,378,238140,,378,2004-04-14T00:00:00,5,345,0,2003-09-01T00:00:00,,03-10,VACA VACIA SIN CRIA,DOS,LOTE DOS 2003/2004,0,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,5,5,0,0,,2004-04-20T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
164,1995-09-13T00:00:00,,VACA VACIA SIN CRIA,BRAHMAN,0,,,SAN JOSE LA COSTA,CONDICION 1,0,0,,,,5,374,0,2001-10-25T00:00:00,0,00-09,VACA VACIA,DOS,Lote 02,0,13,11,0,0,0,0,1,0,Rebaño de la Finca,0,3,5,0,0,,2002-05-02T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
165,1995-09-13T00:00:00,,VACA VACIA SIN CRIA,BRAHMAN,0,,,SAN JOSE LA COSTA,CONDICION 1,0,0,,,,4,479,0,2000-10-16T00:00:00,0,00-01,VACA VACIA SIN CRIA,DESCARTE,,0,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,4,4,0,0,,2001-05-20T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
167,1995-09-13T00:00:00,,VACA PREÑADA,MESTIZO BRAHMAN,0,,,SAN JOSE LA COSTA,CONDICION 1,0,0,,,,0,584,0,,0,,VACA VACIA,DOS,,0,14,11,0,0,0,0,1,0,Rebaño de la Finca,0,3,0,0,0,,1999-09-17T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
171,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA PREÑADA,BRAHMAN,0,BLANCO,,RINO,CONDICION 1,285,940500,,427.5,2004-05-12T00:00:00,7,370,0,2003-09-02T00:00:00,0,00-08,VACA VACIA,VENTA,LOTE UNO 2003/2004,0.046,14,11,0,0,0,0,1,0,Rebaño de la Finca,0,6,7,0,0,,2004-05-12T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
174,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA PREÑADA,BRAHMAN,0,,,RINO0,CONDICION 1,317,299250,,475,2004-04-14T00:00:00,7,364,0,2003-08-27T00:00:00,0,00-05,VACA VACIA,SEIS,LOTE TRES 2003/2004,0.051,14,11,0,0,0,0,1,0,Rebaño de la Finca,0,7,7,0,0,,2004-04-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
186,1993-02-02T00:00:00,,VACA VACIA,MESTIZO BRAHMAN,0,BLANCO,TRANSFERENCIA AUTOMATICA,SAN JOSE COSTA,CONDICION 1,350,0,440,,,1,0,0,1998-10-28T00:00:00,0,05-08,VACA VACIA,DOS,,0,11,11,0,0,0,0,1,0,Rebaño de la Finca,0,2,1,0,0,,1999-08-28T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
190,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,BLANCO,,RINO,CONDICION 1,285,204750,,325,2000-07-27T00:00:00,3,477,0,2000-01-05T00:00:00,1,01-03,VACA VACIA SIN CRIA,IMPLANTARON,,0.023,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,3,3,1,,TRES,2000-10-24T00:00:00,1996-04-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,
191,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA PREÑADA,BRAHMAN,0,BLANCO,,RINO,CONDICION 1,300,946000,,430,2004-05-12T00:00:00,7,325,0,2003-08-29T00:00:00,0,00-06,VACA VACIA,VENTA,LOTE DOS 2003/2004,0.042,14,11,0,0,0,0,1,0,Rebaño de la Finca,0,5,7,0,0,TRES,2004-05-12T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
196,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA PREÑADA,BRAHMAN,0,BLANCO,,RINO,CONDICION 1,300,318150,,505,2004-04-14T00:00:00,7,365,0,2003-08-25T00:00:00,0,00-06,VACA VACIA SIN CRIA,UNO,LOTE UNO 2003/2004,0.066,14,13,0,0,0,0,1,0,Rebaño de la Finca,0,6,7,0,0,TRES,2004-04-20T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
203,1997-01-01T00:00:00,1997-01-01T00:00:00,VACA VACIA SIN CRIA,MESTIZO BRAHMAN,0,,,,CONDICION 1,350,0,0,350,,1,0,0,1998-07-05T00:00:00,0,01-06,VACA VACIA,LA LUNA,,0,13,11,0,0,0,0,1,0,Rebaño de la Finca,0,2,1,0,0,,1999-08-17T00:00:00,,0,,,,,,,,,,,,,,,,,,,,,,
207,1995-11-17T00:00:00,1995-10-20T00:00:00,NOVILLA,MESTIZO BRAHMAN,0,BLANCO,TRANSFERENCIA AUTOMATICA,RINO,CONDICION 1,285,0,,285,,0,,0,,0,,,CHEQUEO,,0,05,,0,0,0,0,1,0,,0,0,0,0,,,1998-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
243,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA PREÑADA,BRAHMAN,0,,,RINO,CONDICION 1,261,270270,,429,2004-04-14T00:00:00,7,350,0,2003-09-02T00:00:00,0,01-07,VACA VACIA,SEIS,LOTE TRES 2003/2004,0.05,14,11,0,0,0,0,1,0,Rebaño de la Finca,0,7,7,0,275.48,TRES,2004-04-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
246,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,BLANCO,,RINO,CONDICION 1,271,0,,320,1996-08-05T00:00:00,3,765,0,2000-12-18T00:00:00,0,01-06,VACA VACIA,DESCARTE,,0.169,13,11,0,0,0,0,1,0,Rebaño de la Finca,0,3,3,0,364.28,TRES,2001-11-21T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
253,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA PREÑADA,BRAHMAN,0,BLANCO,,RINNO,CONDICION 1,290,284760,,452,2004-04-14T00:00:00,6,364,0,2003-09-18T00:00:00,1,00-06,VACA VACIA,UNO,LOTE UNO 2003/2004,0.052,14,11,0,0,0,0,1,0,Rebaño de la Finca,0,4,6,1,0,,2004-04-20T00:00:00,2001-11-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,
254,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA,MESTIZO BRAHMAN,0,BLANCO,,RINO,CONDICION 1,238,0,440,265,1996-08-05T00:00:00,0,0,0,,0,,NOVILLA,DESCARTE,,0.057,11,05,0,0,0,0,1,0,Rebaño de la Finca,0,1,0,0,289.37,TRES,1998-02-03T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
256,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,ENCERADA,TRANSFERENCIA AUTOMATICA,RINO,CONDICION 1,293,0,,,,7,366,0,2006-08-30T00:00:00,0,03-09,VACA VACIA SIN CRIA,SEIS,LOTE 3 2008-2009,0,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,9,7,0,0,,2007-04-25T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
259,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,BLANCO,,RINO,CONDICION 1,285,0,,,,4,438,0,1999-11-27T00:00:00,0,00-05,VACA VACIA SIN CRIA,DOS,,0,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,4,4,0,0,,2000-07-18T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
261,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA PREÑADA,BRAHMAN,0,BLANCO,,RINO,CONDICION 1,258,0,,345,1997-04-02T00:00:00,4,602,0,2002-08-17T00:00:00,0,01-06,VACA VACIA SIN CRIA,SEIS,Lote 3,0.25,14,13,0,0,258,0,1,0,Rebaño de la Finca,0,4,4,0,470.5,,2003-09-29T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
265,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,RINO,CONDICION 1,285,0,,,,4,441,0,1999-12-26T00:00:00,1,00-06,VACA VACIA,BRUCELLA,,0,13,11,0,0,0,0,1,0,Rebaño de la Finca,0,4,4,1,0,,2000-10-24T00:00:00,2000-09-26T00:00:00,,,,,,,,,,,,,,,,,,,,,,,
272,1995-11-17T00:00:00,1995-10-20T00:00:00,NOVILLA,MESTIZO BRAHMAN,0,,,RINO,CONDICION 1,255,0,140,280,1996-08-05T00:00:00,0,,0,,0,,,SEIS,,0.077,05,,0,0,0,0,1,0,,0,0,0,0,,TRES,1997-04-26T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
275,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,BLANCO,,RINO,CONDICION 1,327,0,,,,10,341,0,2006-09-25T00:00:00,0,01-03,VACA VACIA,DOS,TEMPORADA 2004/2005 LOTE 2,0,13,11,0,0,0,0,1,0,Rebaño de la Finca,0,10,10,0,0,TRES,2007-07-26T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
280,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,BLANCO,TRANSFERENCIA AUTOMATICA,RINO,CONDICION 1,307,0,,,,4,401,0,2003-11-22T00:00:00,0,05-00,VACA VACIA,VENTA,TEMPORADA 2004/2005 LOTE 1,0,13,11,0,0,0,0,1,0,Rebaño de la Finca,0,6,4,0,0,,2005-05-12T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
293,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA PREÑADA,MESTIZO BRAHMAN,0,BLANCO,,RINO,CONDICION 1,285,0,140,,,1,0,0,1996-05-06T00:00:00,0,00-05,VACA PROD.VACIA,UNO,,0,14,12,0,0,0,0,1,0,Rebaño de la Finca,0,0,1,0,0,,1997-04-26T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
294,1992-01-21T00:00:00,1995-10-10T00:00:00,VACA PREÑADA,BRAHMAN,0,BLANCO,,SANTA HELENA,CONDICION 1,290,0,,290,,3,432,0,2000-11-08T00:00:00,1,06-05,VACA VACIA SIN CRIA,UNO,Lote 02,0,14,13,0,0,0,0,1,0,Rebaño de la Finca,0,3,3,1,0,TRES,2002-05-02T00:00:00,2001-11-03T00:00:00,,,,,,,,,,,,,,,,,,,,,,,
298,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,BLANCO,,RINO,CONDICION 1,273,0,,290,1995-11-18T00:00:00,3,843,0,2001-10-20T00:00:00,0,01-08,VACA VACIA SIN CRIA,UNO,Lote 03,0.586,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,3,3,0,290.59,TRES,2002-05-02T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
299,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA PREÑADA,BRAHMAN,0,,,SAN JOSE DE LA COSTA,CONDICION 1,285,0,,,,3,981,0,2002-09-13T00:00:00,0,02-11,VACA VACIA SIN CRIA,SEIS,Lote 3,0,14,13,0,0,0,0,1,0,Rebaño de la Finca,0,5,3,0,0,,2003-10-22T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
300,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,BLANCO,,RINO,CONDICION 1,285,0,,,,4,670,0,2001-09-17T00:00:00,0,00-06,VACA VACIA SIN CRIA,UNO,lote 01,0,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,3,4,0,0,TRES,2002-05-02T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
301,1992-10-20T00:00:00,1995-10-20T00:00:00,VACA PROD.VACIA,BRAHMAN,0,,,SANTA HELENA,CONDICION 1,285,105000,440,285,,2,0,0,1996-05-20T00:00:00,0,03-06,NOVILLA,DESCARTE,,0,12,05,0,0,0,0,1,0,Rebaño de la Finca,0,1,2,0,0,TRES,1998-02-03T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
303,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA PREÑADA,BRAHMAN,0,BLANCO,,RINO,CONDICION 1,273,871200,,396,2004-05-12T00:00:00,7,357,0,2003-08-19T00:00:00,0,00-05,VACA VACIA SIN CRIA,VENTA,LOTE UNO 2003/2004,0.032,14,13,0,0,0,0,1,0,Rebaño de la Finca,0,7,7,0,298.86,,2004-05-12T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
307,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA,MESTIZO BRAHMAN,0,BLANCO,,RINO,CONDICION 1,285,0,440,285,,1,584,0,1996-04-27T00:00:00,1,00-05,VACA PROD.VACIA,DESCARTE,,0,11,12,0,0,0,0,1,0,Rebaño de la Finca,0,1,1,1,0,,1998-02-03T00:00:00,1997-12-02T00:00:00,,,,,,,,,,,,,,,,,,,,,,,
308,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA PROD.VACIA,MESTIZO BRAHMAN,0,BLANCO,,RINO,CONDICION 1,285,0,140,,,1,0,0,1996-05-12T00:00:00,0,00-05,NOVILLA PREÑADA,SEIS,,0,12,06,0,0,0,0,1,0,Rebaño de la Finca,0,0,1,0,0,TRES,1997-04-26T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
309,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA SIN CRIA,MESTIZO BRAHMAN,0,BLANCO,,,CONDICION 1,291,0,,,,2,485,0,1998-10-31T00:00:00,0,01-07,VACA VACIA,SEIS,,0,13,11,0,0,0,0,1,0,Rebaño de la Finca,0,2,2,0,0,TRES,1999-06-28T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
310,1993-02-01T00:00:00,,TORO PADROTE,BRAHMAN,1,BLANCO,,VENCOSA,CONDICION 1,500,0,,500,,0,,0,,0,,,PADROTES 1,,0,09,,0,0,0,0,1.5,0,,0,0,0,0,,,1999-09-17T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
312,1995-11-17T00:00:00,1995-10-20T00:00:00,VACA VACIA,MESTIZO BRAHMAN,0,,TRANSFERENCIA AUTOMATICA,RINO,CONDICION 1,277,0,,290,1995-11-18T00:00:00,0,0,0,,0,,NOVILLA PREÑADA,DOS,,0,11,06,0,0,0,0,1,0,Rebaño de la Finca,0,1,0,0,290.45,,1998-08-12T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
387,1993-01-01T00:00:00,,TORO PADROTE,BRAHMAN,1,,,VENCOSA,CONDICION 1,500,0,,500,,0,,0,,0,,,TORO AZUL,lote 01,0,09,,0,0,0,0,1.5,0,,0,0,0,0,,,2002-08-21T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
391,1990-07-15T00:00:00,1995-07-05T00:00:00,VACA PROD.VACIA,MESTIZO BRAHMAN,0,BLANCA,,VENCOSA,CONDICION 1,453,230,140,,,2,354,0,1996-08-13T00:00:00,0,05-01,VACA VACIA,UNO,,0,12,11,0,0,0,0,1,0,Rebaño de la Finca,0,1,2,0,,,1997-04-26T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
402,1995-11-01T00:00:00,,VACA VACIA SIN CRIA,BRAHMAN,0,,NUMERO CREADO,,,,,,,,3,784,0,2002-09-21T00:00:00,1,03-08,VACA VACIA SIN CRIA,DOS,01,0,13,13,0,0,0,0,1,0,Rebaño de la Finca,0,3,3,1,0,,2003-05-12T00:00:00,2001-11-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,
410,1990-07-16T00:00:00,1995-06-16T00:00:00,VACA VACIA,MESTIZO BRAHMAN,0,BLANCO,TRANSFERENCIA AUTOMATICA,FINCA,CONDICION 2,407,230,,407,,0,594,0,,0,,VACA PROD.VACIA,CHEQUEO,,0,11,12,0,0,0,0,1,0,Rebaño de la Finca,0,1,0,0,,,1998-06-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
