SERIE,FNAC,FECR,TIPO,RAZA,SEXO,COLORPE,OBSER,PROCEDE,ESTADO,PESOI,PRECIO,PPIES,PESACT,FULPES,NPARTO,DPARTO,NSERVI,FECUP,ABORTO,EDADPP,TIPOAP,LOTE,LTEMP,ULTGDP,COD,CODAP,Pa1,Pa2,Pa3,Pa4,UA,EsPajuelaPadre,Vaquera,Historia,NCRIAS,NPARREPOR,NABOREPOR,PESOPP,LPAST,FECS,FECUA,PESDES,COLORBO,COLORMO,CODP,NOMBRE,ASOC1,SERIE1,FECDES,TIPOPS,CODPS,CODM,PAJU,RAZAMADRE,FECNACMADRE,RAZAPADRE,FECNACPADRE,NOMBREP,NOMBREM,NROREGMADRE1,ASOCMADRE1,ASOCPADRE1,NROREGPADRE1,ASOCPADRE2
22244,2002-09-10T00:00:00,2002-09-10T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,195300,,310,2004-11-23T00:00:00,3,401,0,2008-10-10T00:00:00,,03-03,VACA VACIA,UNO,LOTE 2 2008-2009,0.379,13,11,30,0,0,0,1,0,,0,3,3,0,0,,2010-03-31T00:00:00,,137,,,,,,,2003-05-06T00:00:00,,,4247,,BRAHMAN,1989-07-15T00:00:00,,,,,,,,,
22245,2002-09-10T00:00:00,2002-09-10T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,148500,,165,2003-05-06T00:00:00,,,0,,,,,DOS,,0.567,03,,30,0,0,0,0,0,,0,0,0,0,,,2003-05-23T00:00:00,,165,,,,,,,2003-05-06T00:00:00,,,5010,,BRAHMAN,1994-05-05T00:00:00,,,,,,,,,
22246,2002-09-11T00:00:00,2002-09-11T00:00:00,MAUTA,BRAHMAN,0,,,Agropecuaria La Luna,CONDICION 1,30,163800,,182,2003-05-06T00:00:00,,,0,,,,,DOS,,0.641,04,,30,0,0,0,0.5,0,,0,0,0,0,,,2003-05-09T00:00:00,,182,,,,,,,2003-05-06T00:00:00,,,7194,,BRAHMAN,1997-08-08T00:00:00,,,,,,,,,
22247,2002-09-11T00:00:00,2002-09-11T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,202500,,225,2003-05-06T00:00:00,,,0,,,,,DOS,,0.823,03,,30,0,0,0,0,0,,0,0,0,0,,,2003-05-23T00:00:00,,225,,,,,,,2003-05-06T00:00:00,,,4333,,BRAHMAN,1992-07-08T00:00:00,,,,,,,,,
22248,2002-09-12T00:00:00,2002-09-12T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,30,168300,,187,2003-05-06T00:00:00,,,0,,,,,DOS,,0.665,03,,30,0,0,0,0.5,0,,0,0,0,0,,,2003-05-23T00:00:00,,187,,,,,,,2003-05-06T00:00:00,,,5445,,BRAHMAN,1995-07-10T00:00:00,,,,,,,,,
22249,2002-09-17T00:00:00,2002-09-17T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,198000,,220,2003-05-06T00:00:00,,,0,,,,,DOS,,0.823,03,,30,0,0,0,0,0,,0,0,0,0,,,2003-05-09T00:00:00,,220,,,,,,,2003-05-06T00:00:00,,,5080,,BRAHMAN,1994-09-05T00:00:00,,,,,,,,,
22250,2002-09-17T00:00:00,2002-09-17T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,158400,,176,2003-05-06T00:00:00,,,0,,,,,DOS,,0.632,03,,30,0,0,0,25,0,,0,0,0,0,,,2003-05-09T00:00:00,,176,,,,,,,2003-05-06T00:00:00,,,5462,,MESTIZO NELLORE,1995-07-17T00:00:00,,,,,,,,,
22251,2002-09-17T00:00:00,2002-09-17T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,168300,,187,2003-05-06T00:00:00,,,0,,,,,UNO,,0.68,03,,30,0,0,0,0,0,,0,0,0,0,,,2003-05-23T00:00:00,,187,,,,,,,2003-05-06T00:00:00,,,5567,,BRAHMAN,1995-09-04T00:00:00,,,,,,,,,
22252,2002-09-18T00:00:00,2002-09-18T00:00:00,VACA VACIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,207900,,330,2004-09-18T00:00:00,9,388,0,2015-04-16T00:00:00,,02-11,VACA VACIA,DOS,LOTE DOS 2015,0.329,11,11,30,0,0,0,1,0,Rebaño de la Finca,0,9,9,0,0,,2015-11-25T00:00:00,,165,,,,,,,2003-05-06T00:00:00,,,5593,,BRAHMAN,1995-07-31T00:00:00,,,,,,,,,
22253,2002-09-17T00:00:00,2002-09-17T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,198450,,315,2004-09-18T00:00:00,7,393,0,2013-03-27T00:00:00,,03-00,VACA VACIA,DOS,LOTE DOS 2013,0.321,13,11,30,0,0,0,1,0,Rebaño de la Finca,0,7,7,0,0,,2013-12-13T00:00:00,,154,,,,,,,2003-05-06T00:00:00,,,431,,BRAHMAN,1998-10-28T00:00:00,,,,,,,,,
22254,2002-09-17T00:00:00,2002-09-17T00:00:00,VACA VACIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,201600,,320,2004-09-18T00:00:00,1,0,0,2005-08-24T00:00:00,,02-11,NOVILLA,SEIS,,0.341,11,05,30,0,0,0,1,1,Rebaño de la Finca,0,1,1,0,0,,2005-10-09T00:00:00,,149,,,V4(807),,,,2003-05-06T00:00:00,,,8157,,BRAHMAN,1998-11-14T00:00:00,,,,,,,,,
22255,2002-09-17T00:00:00,2002-09-17T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,204750,,325,2004-09-18T00:00:00,1,0,0,2005-11-16T00:00:00,,03-01,NOVILLA,VENTA FUTURA,,0.297,13,05,30,0,0,0,1,0,,0,1,1,0,0,,2006-09-01T00:00:00,,176,,,,,,,2003-05-06T00:00:00,,,7249,,BRAHMAN,1997-08-25T00:00:00,,,,,,,,,
22256,2002-09-17T00:00:00,2002-09-17T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,148500,,165,2003-05-06T00:00:00,,,0,,,,,UNO,,0.584,03,,30,0,0,0,25,0,,0,0,0,0,,,2003-05-23T00:00:00,,165,,,,,,,2003-05-06T00:00:00,,,7308,,BRAHMAN,1997-09-24T00:00:00,,,,,,,,,
22257,2002-09-16T00:00:00,2002-09-16T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,148500,,165,2003-05-06T00:00:00,,,0,,,,,UNO,,0.582,03,,30,0,0,0,0,0,,0,0,0,0,,,2003-05-09T00:00:00,,165,,,,,,,2003-05-06T00:00:00,,,5298,,BRAHMAN,1994-11-25T00:00:00,,,,,,,,,
22258,2002-09-18T00:00:00,2002-09-18T00:00:00,MAUTA,BRAHMAN,0,,,Agropecuaria La Luna,CONDICION 1,30,148500,,165,2003-05-06T00:00:00,,,0,,,,,UNO,,0.587,04,,30,0,0,0,0.5,0,,0,0,0,0,,,2004-04-05T00:00:00,,165,,,,,,,2003-05-06T00:00:00,,,7026,,BRAHMAN,1997-02-07T00:00:00,,,,,,,,,
22259,2002-09-18T00:00:00,2002-09-18T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,138600,,154,2003-05-06T00:00:00,,,0,,,,,UNO,,0.539,03,,30,0,0,0,0.5,0,,0,0,0,0,,,2003-05-23T00:00:00,,154,,,,,,,2003-05-06T00:00:00,,,5551,,BRAHMAN,1995-11-26T00:00:00,,,,,,,,,
2226,2011-11-28T00:00:00,,VACA VACIA,BR,0,BLANCO,ENTRADA A LA FINCA EL 22/11/2014,AGROPECUARIA MATAPALITO,CONDICION 1,,,,,,4,308,0,2019-03-01T00:00:00,,03-04,VACA VACIA,LOTE 2,LOTE UNICO,0,11,11,0,0,0,0,1,0,,0,4,4,0,0,,,,,,,AG 091193,,,,,,,9018,,,,,,,,,,,,
22260,2002-09-17T00:00:00,2002-09-17T00:00:00,BECERRO,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,900,,30,,,,0,,,,,UNO,,0,01,,0,0,0,0,25,0,,0,0,0,0,,,2002-09-17T00:00:00,,,,,,,,,,,,5077,,BRAHMAN,1994-10-05T00:00:00,,,,,,,,,
22261,2002-09-17T00:00:00,2002-09-17T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,178200,,198,2003-05-06T00:00:00,,,0,,,,,SEIS,,0.727,03,,30,0,0,0,25,0,,0,0,0,0,,,2003-05-23T00:00:00,,198,,,,,,,2003-05-06T00:00:00,,,7111,,BRAHMAN,1997-04-17T00:00:00,,,,,,,,,
22262,2002-09-17T00:00:00,2002-09-17T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,229950,,365,2004-09-18T00:00:00,4,516,0,2011-02-28T00:00:00,,03-04,VACA VACIA SIN CRIA,UNO,LOTE UNO 2011,0.443,13,13,30,0,0,0,1,0,,0,4,4,0,0,,2012-04-25T00:00:00,,143,,,,,,,2003-05-06T00:00:00,,,7224,,BRAHMAN,1997-08-18T00:00:00,,,,,,,,,
22263,2002-09-17T00:00:00,2002-09-17T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,168300,,187,2003-05-06T00:00:00,,,0,,,,,SEIS,,0.68,03,,30,0,0,0,25,0,,0,0,0,0,,,2003-05-23T00:00:00,,187,,,,,,,2003-05-06T00:00:00,,,243,,BRAHMAN,1995-11-17T00:00:00,,,,,,,,,
22264,2002-09-17T00:00:00,2002-09-17T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,168300,,187,2003-05-06T00:00:00,,,0,,,,,SEIS,,0.68,03,,30,0,0,0,0,0,,0,0,0,0,,,2003-05-23T00:00:00,,187,,,,,,,2003-05-06T00:00:00,,,8539,,BRAHMAN,1998-07-25T00:00:00,,,,,,,,,
22265,2002-09-18T00:00:00,2002-09-18T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,138600,,154,2003-05-06T00:00:00,,,0,,,,,SEIS,,0.539,03,,30,0,0,0,0.5,0,,0,0,0,0,,,2003-05-23T00:00:00,,154,,,,,,,2003-05-06T00:00:00,,,8484,,BRAHMAN,1992-01-01T00:00:00,,,,,,,,,
22266,2002-09-17T00:00:00,2002-09-17T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,163800,,182,2003-05-29T00:00:00,,,0,,,,,SEIS,,0.598,03,,0,0,0,0,0,0,,0,0,0,0,,,2003-06-02T00:00:00,,182,,,,,,,2003-05-29T00:00:00,,,5029,,BRAHMAN,1994-11-05T00:00:00,,,,,,,,,
22267,2002-09-18T00:00:00,2002-09-18T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,173700,,193,2003-05-06T00:00:00,,,0,,,,,SEIS,,0.709,03,,30,0,0,0,0.5,0,,0,0,0,0,,,2003-05-23T00:00:00,,193,,,,,,,2003-05-06T00:00:00,,,5036,,MESTIZO BRAHMAN,1994-05-05T00:00:00,,,,,,,,,
22268,2002-09-18T00:00:00,2002-09-18T00:00:00,MAUTA,BRAHMAN,0,,,Agropecuaria La Luna,CONDICION 1,30,148500,,165,2003-05-06T00:00:00,,,0,,,,,SEIS,,0.587,04,,30,0,0,0,0.5,0,,0,0,0,0,,,2004-04-05T00:00:00,,165,,,,,,,2003-05-06T00:00:00,,,8127,,BRAHMAN,1998-09-15T00:00:00,,,,,,,,,
22269,2002-09-18T00:00:00,2002-09-18T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,1014000,,390,2004-09-18T00:00:00,,,0,2012-09-30T00:00:00,,,,TRES,TRES,0.393,13,,30,0,0,236,1,0,,0,0,1,0,,,2016-05-17T00:00:00,,193,,,,,,,2003-05-06T00:00:00,,,8023,,BRAHMAN,1998-05-19T00:00:00,,,,,,,,,
22270,2002-09-18T00:00:00,2002-09-18T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,193500,,215,2003-05-06T00:00:00,,,0,,,,,SEIS,,0.804,03,,30,0,0,0,25,0,,0,0,0,0,,,2003-05-09T00:00:00,,215,,,,,,,2003-05-06T00:00:00,,,7184,,BRAHMAN,1997-08-06T00:00:00,,,,,,,,,
22271,2002-09-19T00:00:00,2002-09-19T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,163800,,182,2003-05-06T00:00:00,,,0,,,,,UNO,,0.664,03,,30,0,0,0,25,0,,0,0,0,0,,,2003-05-09T00:00:00,,182,,,,,,,2003-05-06T00:00:00,,,7216,,BRAHMAN,1997-08-16T00:00:00,,,,,,,,,
22272,2002-09-19T00:00:00,2002-09-19T00:00:00,MAUTA,BRAHMAN,0,,,Agropecuaria La Luna,CONDICION 1,30,168300,,187,2003-05-06T00:00:00,,,0,,,,,UNO,,0.686,04,,30,0,0,0,0.5,0,,0,0,0,0,,,2004-04-05T00:00:00,,187,,,,,,,2003-05-06T00:00:00,,,7501,,BRAHMAN,1997-06-20T00:00:00,,,,,,,,,
22273,2002-09-19T00:00:00,2002-09-19T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,173700,,193,2003-05-06T00:00:00,,,0,,,,,UNO,,0.712,03,,30,0,0,0,25,0,,0,0,0,0,,,2003-05-23T00:00:00,,193,,,,,,,2003-05-06T00:00:00,,,5572,,BRAHMAN,1995-09-12T00:00:00,,,,,,,,,
22274,2002-09-19T00:00:00,2002-09-19T00:00:00,MAUTA,BRAHMAN,0,,,Agropecuaria La Luna,CONDICION 1,30,148500,,165,2003-05-06T00:00:00,,,0,,,,,UNO,,0.59,04,,30,0,0,0,0.5,0,,0,0,0,0,,,2004-04-05T00:00:00,,165,,,,,,,2003-05-06T00:00:00,,,6169,,BRAHMAN,1996-07-11T00:00:00,,,,,,,,,
22275,2002-09-19T00:00:00,2002-09-19T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,153000,,170,2003-05-06T00:00:00,,,0,,,,,UNO,,0.611,03,,30,0,0,0,25,0,,0,0,0,0,,,2003-05-23T00:00:00,,170,,,,,,,2003-05-06T00:00:00,,,6087,,BRAHMAN,1996-06-18T00:00:00,,,,,,,,,
22276,2002-09-19T00:00:00,2002-09-19T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,195300,,310,2004-11-23T00:00:00,3,1966,0,2014-02-17T00:00:00,,03-06,VACA VACIA SIN CRIA,LEONCIO,,0,13,13,30,0,0,0,1,0,,0,3,3,0,0,,2014-04-09T00:00:00,,149,,,,,,,2003-05-06T00:00:00,,,6243,,BRAHMAN,1996-07-29T00:00:00,,,,,,,,,
22277,2002-09-19T00:00:00,2002-09-19T00:00:00,VACA VACIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,195300,,310,2004-11-23T00:00:00,9,390,0,2015-03-25T00:00:00,1,03-02,VACA VACIA,DOS,LOTE DOS 2015,0,11,11,30,0,0,0,1,0,,0,9,9,1,0,,2015-11-25T00:00:00,2007-04-19T00:00:00,165,,,,,,,2003-05-06T00:00:00,,,253,,BRAHMAN,1995-11-17T00:00:00,,,,,,,,,
22278,2002-09-21T00:00:00,2002-09-21T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,163800,,182,2003-05-06T00:00:00,,,0,,,,,UNO,,0.67,03,,30,0,0,0,0.5,0,,0,0,0,0,,,2003-05-23T00:00:00,,182,,,,,,,2003-05-06T00:00:00,,,8595,,BRAHMAN,1998-10-30T00:00:00,,,,,,,,,
22279,2002-09-20T00:00:00,2002-09-20T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,Agropecuaria La Luna,CONDICION 1,30,185850,,295,2004-09-18T00:00:00,1,0,0,2006-02-11T00:00:00,,03-04,NOVILLA,VENTA FUTURA,,0.325,13,05,30,0,0,0,1,0,,0,1,1,0,0,,2006-09-01T00:00:00,,132,,,,,,,2003-05-06T00:00:00,,,7180,,BRAHMAN,1997-08-05T00:00:00,,,,,,,,,
22280,2002-09-20T00:00:00,2002-09-20T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,158400,,176,2003-05-06T00:00:00,,,0,,,,,UNO,,0.64,03,,30,0,0,0,0,0,,0,0,0,0,,,2003-05-09T00:00:00,,176,,,,,,,2003-05-06T00:00:00,,,7054,,BRAHMAN,1997-03-12T00:00:00,,,,,,,,,
22281,2002-09-20T00:00:00,2002-09-20T00:00:00,MAUTA,BRAHMAN,0,,,Agropecuaria La Luna,CONDICION 1,30,144000,,160,2003-05-29T00:00:00,,,0,,,,,UNO,,0.518,04,,0,0,0,0,0.5,0,,0,0,0,0,,,2004-04-05T00:00:00,,160,,,,,,,2003-05-29T00:00:00,,,6157,,BRAHMAN,1996-07-08T00:00:00,,,,,,,,,
22282,2002-09-21T00:00:00,2002-09-21T00:00:00,MAUTA,BRAHMAN,0,,,Agropecuaria La Luna,CONDICION 1,30,99000,,110,2003-05-06T00:00:00,,,0,,,,,UNO,,0.352,04,,30,0,0,0,0.5,0,,0,0,0,0,,,2004-04-05T00:00:00,,110,,,,,,,2003-05-06T00:00:00,,,6338,,BRAHMAN,1996-10-14T00:00:00,,,,,,,,,
22283,2002-09-21T00:00:00,2002-09-21T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,1058400,,1176,2003-05-06T00:00:00,,,0,,,,,DOS,,5.048,03,,30,0,0,0,25,0,,0,0,0,0,,,2003-05-09T00:00:00,,176,,,,,,,2003-05-06T00:00:00,,,402,,BRAHMAN,1995-11-01T00:00:00,,,,,,,,,
22284,2002-09-21T00:00:00,2002-09-21T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,158400,,176,1899-12-29T00:00:00,,,0,,,,,UNO,,0,03,,30,0,0,0,0,0,,0,0,0,0,,,2003-05-09T00:00:00,,176,,,,,,,2003-05-06T00:00:00,,,6363,,BRAHMAN,1996-11-04T00:00:00,,,,,,,,,
22285,2002-09-22T00:00:00,2002-09-22T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,VENTA FUTURA,AGROPECUARIA LA LUNA,CONDICION 1,30,211050,,335,2004-09-18T00:00:00,9,17,0,2014-04-28T00:00:00,,02-10,VACA VACIA,DOS,LOTE DOS 2015,0.317,13,11,30,0,0,0,1,0,Rebaño de la Finca,0,9,9,0,0,,2015-11-25T00:00:00,,176,,,,,,,2003-05-06T00:00:00,,,5350,,BRAHMAN,1995-05-10T00:00:00,,,,,,,,,
22286,2002-09-22T00:00:00,2002-09-22T00:00:00,BECERRO,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,900,,30,,,,0,,,,,UNO,,0,01,,0,0,0,0,0.25,0,,0,0,0,0,,,2002-09-27T00:00:00,,,,,,,,,,,,5585,,BRAHMAN,1995-09-28T00:00:00,,,,,,,,,
22287,2002-09-22T00:00:00,2002-09-22T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,148500,,165,2003-05-06T00:00:00,,,0,,,,,UNO,,0.597,03,,30,0,0,0,0.5,0,,0,0,0,0,,,2003-05-23T00:00:00,,165,,,,,,,2003-05-06T00:00:00,,,7012,,BRAHMAN,1997-02-03T00:00:00,,,,,,,,,
22288,2002-09-19T00:00:00,2002-09-19T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,198450,,315,2004-09-18T00:00:00,4,448,0,2012-05-14T00:00:00,,03-03,VACA VACIA SIN CRIA,UNO,LOTE UNO 2011,0.261,13,13,30,0,0,0,1,0,,0,4,4,0,0,,2012-12-20T00:00:00,,184,,,,,,,2003-05-06T00:00:00,,,6073,,BRAHMAN,1996-05-28T00:00:00,,,,,,,,,
22289,2002-09-19T00:00:00,2002-09-19T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,189000,,210,1899-12-29T00:00:00,,,0,,,,,SEIS,,0.643,03,,30,0,0,0,0.5,0,,0,0,0,0,,,2003-05-23T00:00:00,,165,,,,,,,2003-05-06T00:00:00,,,8700,,BRAHMAN,1998-08-05T00:00:00,,,,,,,,,
22290,2002-09-19T00:00:00,,VACA VACIA SIN CRIA,BRAHMAN,0,,,,,325,204750,,325,,1,0,0,2005-07-02T00:00:00,,02-09,NOVILLA,SEIS,,0,13,05,0,0,0,0,1,0,Rebaño de la Finca,0,1,1,0,0,,2006-04-27T00:00:00,,,,,,,,,,,,7318,,BRAHMAN,1997-05-19T00:00:00,,,,,,,,,
22291,2002-09-21T00:00:00,2002-09-21T00:00:00,VACA VACIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,78000,,310,2004-09-18T00:00:00,9,706,0,2015-02-23T00:00:00,1,02-10,VACA VACIA SIN CRIA,SEIS,LOTE SEIS 2015,0.289,11,13,30,0,0,0,1,0,Rebaño de la Finca,0,9,9,1,0,,2015-11-25T00:00:00,2014-04-29T00:00:00,165,,,,,,,2003-05-06T00:00:00,,,7232,,BRAHMAN,1997-08-19T00:00:00,,,,,,,,,
22292,2002-09-21T00:00:00,2002-09-21T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,178200,,198,2003-05-06T00:00:00,,,0,,,,,SEIS,,0.74,04,,30,0,0,0,0.5,0,,0,0,0,0,,,2004-04-05T00:00:00,,198,,,,,,,2003-05-06T00:00:00,,,5146,,BRAHMAN,1995-08-06T00:00:00,,,,,,,,,
22293,2002-09-21T00:00:00,2002-09-21T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,211050,,335,2004-09-18T00:00:00,3,74,0,2007-11-14T00:00:00,,03-04,VACA VACIA,UNO,LOTE INSEMINACION 06/07,0.295,13,11,30,0,0,0,1,1,,0,3,3,0,0,,2009-04-22T00:00:00,,187,,,80/2,,,,2003-05-06T00:00:00,,,8088,,BRAHMAN,1998-07-27T00:00:00,,,,,,,,,
22294,2002-09-19T00:00:00,2002-09-19T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,204750,,325,2004-09-18T00:00:00,1,0,0,2006-12-26T00:00:00,2,04-03,VACA VACIA SIN CRIA,FUTURAS VENTAS,CATORCE 2006-2007,0.275,13,13,30,0,0,0,1,0,,0,1,1,2,0,,2014-04-09T00:00:00,2011-02-12T00:00:00,187,,,,,,,2003-05-06T00:00:00,,,5214,,BRAHMAN,1994-10-05T00:00:00,,,,,,,,,
22295,2002-09-21T00:00:00,2002-09-21T00:00:00,MAUTA,BRAHMAN,0,,,Agropecuaria La Luna,CONDICION 1,30,168300,,187,2003-05-06T00:00:00,,,0,,,,,DOS,,0.692,04,,30,0,0,0,0.5,0,,0,0,0,0,,,2004-04-05T00:00:00,,187,,,,,,,2003-05-06T00:00:00,,,0081,,BRAHMAN,1995-11-17T00:00:00,,,,,,,,,
22296,2002-09-21T00:00:00,2002-09-21T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,VENTA FUTURA,AGROPECUARIA LA LUNA,CONDICION 1,30,204750,,325,2004-09-18T00:00:00,8,348,0,2014-05-05T00:00:00,,03-02,VACA VACIA,DOS,LOTE DOS 2015,0.319,13,11,30,0,0,0,1,0,,0,8,8,0,0,,2015-11-25T00:00:00,,165,,,,,,,2003-05-06T00:00:00,,,5184,,BRAHMAN,1994-06-05T00:00:00,,,,,,,,,
22297,2002-09-21T00:00:00,2002-09-21T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,173700,,193,2003-05-06T00:00:00,,,0,,,,,DOS,,0.718,03,,30,0,0,0,25,0,,0,0,0,0,,,2003-05-09T00:00:00,,193,,,,,,,2003-05-06T00:00:00,,,5464,,BRAHMAN,1995-07-19T00:00:00,,,,,,,,,
22298,2002-09-21T00:00:00,2002-09-21T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,Agropecuaria La Luna,CONDICION 1,30,185850,,295,2004-09-18T00:00:00,1,0,0,2005-08-25T00:00:00,,02-11,NOVILLA,SEIS,,0.291,13,05,30,0,0,0,1,0,Rebaño de la Finca,0,1,1,0,0,,2006-04-27T00:00:00,,149,,,,,,,2003-05-06T00:00:00,,,6373,,BRAHMAN,1996-11-22T00:00:00,,,,,,,,,
22299,2002-09-21T00:00:00,2002-09-21T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,123300,,137,2003-05-06T00:00:00,,,0,,,,,DOS,,0.471,03,,30,0,0,0,0.5,0,,0,0,0,0,,,2003-05-09T00:00:00,,137,,,,,,,2003-05-06T00:00:00,,,161,,BRAHMAN,1995-10-10T00:00:00,,,,,,,,,
22300,2002-09-23T00:00:00,2002-09-23T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,134100,,149,2003-05-06T00:00:00,,,0,,,,,SEIS,,0.529,03,,30,0,0,0,0,0,,0,0,0,0,,,2003-05-23T00:00:00,,149,,,,,,,2003-05-06T00:00:00,,,7152,,BRAHMAN,1997-07-28T00:00:00,,,,,,,,,
22301,2002-09-23T00:00:00,2002-09-23T00:00:00,VACA VACIA SIN CRIA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,226800,,360,1899-12-29T00:00:00,5,333,0,2012-03-09T00:00:00,,02-10,VACA VACIA,UNO,LOTE UNO 2012,0.253,13,11,30,0,0,0,1,0,Rebaño de la Finca,0,5,5,0,0,,2012-12-20T00:00:00,,193,,,,,,,2003-05-06T00:00:00,,,7288,,BRAHMAN,1997-09-15T00:00:00,,,,,,,,,
22302,2002-09-19T00:00:00,2002-09-19T00:00:00,BECERRO,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,900,,30,,,,0,,,,,SEIS,,0,01,,0,0,0,0,0.25,0,,0,0,0,0,,,2002-09-25T00:00:00,,,,,,,,,,,,90117,,BRAHMAN,1989-07-15T00:00:00,,,,,,,,,
22303,2002-09-23T00:00:00,2002-09-23T00:00:00,MAUTE,BRAHMAN,1,,,Agropecuaria La Luna,CONDICION 1,30,138600,,154,2003-05-06T00:00:00,,,0,,,,,UNO,,0.551,03,,30,0,0,0,0.5,1,,0,0,0,0,,,1961-01-22T00:00:00,,154,,,50/1,,,,2003-05-06T00:00:00,,,9053,,BRAHMAN,1999-05-26T00:00:00,,,,,,,,,
22303b,2003-08-25T00:00:00,2003-08-25T00:00:00,NOVILLA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,780000,,300,2006-09-21T00:00:00,,,0,,,,,DESCARTE,,0.113,05,,30,0,0,0,1,0,,0,0,0,0,,,2010-10-15T00:00:00,,200,,,,,,,2004-04-21T00:00:00,,,8153,,BRAHMAN,1998-10-24T00:00:00,,,,,,,,,
